slug,layer,total,ai_in_loop,authority,mutation_by_ai,articulation,score_type,rationale
ian-nuttall-skills,H3,7.3,8,8,5,8,,"png2svg analyzes a geometric PNG logo, builds measurement templates and asks the agent to express geometry in compact SVG paths under canvas/fill/transparency/path-complexity conventions; examples and tests compare the rendered vector against the supplied logo. The model loop makes the reconstruction decisions and produces a durable editable SVG, but the workflow is one-shot reconstruction of a new source with comparison testing rather than an AI repair loop over existing persistent work, so mutation is weak."
image-svg-pptx-pro,H3,7.5,8,8,6,8,,"Reconstructs a flat slide screenshot through layout_plan.json semantic decomposition and a canonical SVG before emitting PPTX plus a QA report; an optional LibreOffice/Inkscape rendering closes a compare-and-correct loop. The model loop makes the reconstruction decisions and produces the user-editable PPTX delivery plus a durable semantic plan. Mutation is moderate: a correction loop is described but optional, and the public repository does not establish universal reconstruction accuracy."
ios-design-agent-skill,H3,6.8,8,6,6,7,,"Ports an aesthetic web-design method into native SwiftUI constraints, reviewing typography, color, composition, motion and depth while preserving Dynamic Type, dark mode and accessibility. The model evaluates the existing interface and pairs prioritized findings with concrete SwiftUI changes, i.e. it produces a compilable mutation plan rather than the complete rebuilt artifact; the dossier notes it does not prove every proposed fragment was executed against the target app. Code remains the durable artifact, so articulation is decent but creation is guidance-weighted."
jezweb-claude-skills,H3,8.2,8,8,8,9,,"Multi-page design loop records site-level decisions in .design/SITE.md and page-level decisions in DESIGN.md with a next-step baton; front-end implementation is followed by desktop/mobile captures, design review and a UX audit gated by an evidence manifest that blocks unsupported claims. Design state is carried between agent turns in persistent files and the loop advances only on evidence, showing the AI both builds and revises persistent repository files."
jithin-blender-skill,H3,6.8,7,6,7,7,,"Workflow companion for the upstream Blender MCP teaching a reference-led analyze→build-simple→inspect→refine loop with parametric construction patterns, material/lighting helpers, multi-angle verification and milestone/failure recovery; the upstream bridge supplies execution while the Blender scene stays authoritative. The skill encodes an iterative visual-modeling loop that mutates the persistent scene, but creation and execution run through the external bridge, and the published artifact is guidance plus render-helpers rather than a standalone modeling runtime."
kicad-agent-seahan,H3,7.8,8,8,7,8,,"Portable skill creates, edits and reviews KiCad schematics from an explicit circuit contract, requiring exact library identities and footprints, preserving checkpoints and refusing guessed substitutes; the workflow reopens the file in the installed KiCad, runs ERC, structured analysis, footprint verification and visual export. The model loop synthesizes and edits .kicad_sch from the contract with checkpointed iteration; native schematic files remain the working authority."
kicad-pcba-engineering-skills,H3,7.5,8,7,7,8,,"Codex-oriented suite routes requirements, schematic, PCB, library, high-speed/power, repair and release work through ten focused skills around KiCad 10; a PowerShell wrapper runs official ERC/DRC, parity and zone checks, exports manufacturing files, validates Gerber/drill/BOM/CPL and writes a machine-readable manifest that stays NOT_READY_FOR_PCBA_UPLOAD until every item is verified. The model loop designs and repairs against persistent KiCad files with strong verification gates; creation is partly gated by external live docs and board-house constraints."
kicad-skills-ipc,H3,7.0,7,6,8,7,,"Compact distribution operating the document already open in KiCad 10+ via KiCad's own IPC API: kicad-pcb operates footprints, nets, tracks, vias, zones and selection; kicad-project handles rules and metadata; kicad-export creates manufacturing/review outputs. The model decides and executes direct structural mutations of live native objects (pcb_modify.py), giving the strongest evidence in this batch for AI editing persistent work; authority is lower because work concentrates on modifying existing documents rather than free creation."
kiskill,H3,7.8,8,7,8,8,,"Nine portable skills plus a pure-Python kx engine for headless KiCad drive read/edit/render/verify/fabricate through a session state machine that refuses untracked raw text mutation; nothing saves before geometric review, with byte-stable source handling, headless ERC/DRC, semantic and pixel diffs and a DSN/SES autorouting loop. The model loop edits persistent KiCad files through its own engine with review-gated saves; fabrication outputs are produced only after review."
knowledge-cat-ppt,H3,7.7,8,8,6,9,,"Story-first presentation skill routing between native PPTX, HTML-deck and image-first production behind a validated deck-plan.schema.json intermediate representation; build_native_pptx.mjs materializes editable PowerPoint objects and probe_pptx_editability.py edits and re-reads native text to prove a nominal PPTX is usable. The model authors the validated plan and the editable decks with a reversible acceptance loop; iteration on the persistent deck is supported but the workflow's emphasis is validated one-shot authoring plus edit-probing, so mutation is moderate."
logo-generator-skill,H3,8.0,8,8,7,9,,"Makes logo design a visible variant-selection process: the calling agent creates at least six distinct editable SVG concepts, assembles them on a comparison page, the user selects explicitly, and refinement proceeds from the chosen source rather than silently replacing earlier proposals. The filesystem itself is the candidate graph with the winning SVG remaining editable in ordinary vector tools; refinement means the AI edits the chosen persistent SVG, evidenced by the explicit-selection-then-refine contract."
mash-kicad-skills,H3,7.2,7,6,8,8,,"Forces every agent read and write through one kicad-tool CLI: stage 1 plans structural symbol/wire/label/footprint changes with dry runs, baseline diffs, ERC/netlist/DRC; stage 2 runs a visual schematic-cleanup loop scoring collisions, bends and clearances on region renders while preserving UUIDs. The record's own CLI gates all writes and the model decides the structural and cleanup edits, giving strong mutation of native files; creation is primarily structured editing of existing designs rather than free creation, so authority is moderate."
mengto-agent-skills,H3,7.8,8,8,7,8,,"Large author-owned visual workflow suite built on a recurring loop: observe a reference, translate it into reusable visual and interaction instructions, build, capture (e.g. stitched full-page captures) and audit, with originality and verification skills testing whether output preserves the source's technique rather than imitating it. The model loop translates references into brand/visual products and iterates on filesystem artifacts against captured evidence; structured superprompts and source files are the durable outputs."
michpro-kicad-tools,H3,6.0,6,5,6,7,,"Independent Agent Skills integration packaging the upstream rjwalters/kicad-tools CLI for Copilot and other hosts: the skill owns environment setup, command selection, staged review and failure handling while the upstream package owns the parser and mutation engine. Per the critical rule, the record itself is a workflow layer whose analysis/repair/routing capability belongs to the upstream engine it calls, so ai_in_loop and authority are modest; native KiCad files remain authoritative and durable."
mira-animator,H3,8.2,8,8,8,9,,"Agent-run presentation workshop turning linked projects, books and PDFs into self-contained animated HTML decks with a strict boundary: agents read linked sources but write only into a separate decks/ workspace; mira-edit.js reorders slide blocks in the rendered deck and saves the new order back into the same HTML source, while sources.js keeps source projects linked and read-only. The specialist agent chain builds the durable index.html and the deck can be edited from its own projection, evidencing persistent-work mutation; telestrator/remote layers do not become deck authority."
nature-skills,H3,7.8,8,8,7,8,,"nature-figure begins with an information contract: classifies chart families, establishes typography, semantic color, journal size and panel purpose, requires an information hierarchy across panels and rejects redundant panels; Matplotlib/R source plus source data remains the reproducible authority, with primary SVG keeping text as <text> nodes and figure QA reviewing both source rules and rendered composition. The model loop authors and revises figure source to satisfy the QA contract; nature-paper2ppt extends into editable presentations."
openmontage,H3,8.5,9,8,8,9,,"Defines AI video production as a governed filesystem pipeline: twelve pipeline manifests declare stages, allowed tools, required artifacts and success criteria; stage-specific director skills instruct the host coding agent while Python supplies execution, checkpoints and resumable state; Backlot derives a living board that pauses at creative gates and locks render_runtime and delivery-promise decisions. The model loop drives research, script, scene plan, assets, composition and review with persistent manifests, timelines, checkpoints and decision logs as joint production authority; human approval gates temper authority."
paper2slides,H3,8.0,8,8,7,9,,"Combines a deterministic figure extractor/segmenter with an agent that reads the paper, selects evidence and authors a Reveal.js talk: the agent chooses panels, narrative, captions and notes rather than treating selection as a deterministic transform. The generated HTML remains editable in the browser with autosave/reset/revised-HTML download and settings that change theme, typography, figure scale and transitions; browser verification closes the loop against the same source deck, so edits land back in the durable artifact."
pascal-skills,H3,5,6,5,5,5,,"Agent workflow extracts palettes, compares images (partly deterministic script) and applies visual observations during web-design implementation; model-driven visual judgment is central but evidence is coordination artifacts, and source image/target project stay authoritative."
pcba-design-skills,H3,7,7,7,6,7,,"Workflow drives idea/schematic to fabrication package with program-state.json gates invalidating downstream work; AI does the schematic/layout synthesis and review, but consequential steps stop at user approval."
penpot-skills,H3,8,8,7,8,7,,Executable multi-step workflow: code/Figma/brief -> plan -> approval -> sequential execute_code mutations inside Penpot plugin API -> native objects -> visual QA + audit -> correction; self-critique against score threshold shows model-driven loop and direct artifact mutation.
picasso,H3,6,7,6,6,6,,"Agent must externalize competing visual HTML previews before user-confirmed direction gates implementation; AI renders directions and edits source with screenshot correction loop, but design authority gates on human choice."
power-platform-full-stack-skills,H3,7,7,7,7,7,,"Coordinated UX Designer/Usability agents turn flows and wireframes into managed Power Apps/Pages with browser-automation review; AI builds and validates the managed application graph end to end, deployment artifacts are the durable authority."
presentation-skill,H3,6,6,7,5,7,,"Deck treated as compiled software: semantic roles compile into role-layout systems via pptxgenjs with layered QA; compiler largely selects grammar, JSON workspace is revision authority, but edits in exported PPTX cannot flow back."
prototype-to-figma-skill,H3,7,7,7,7,7,,"Agent maps implemented prototype onto design system and writes native frames, instances, connectors and annotations through Figma MCP after system inventory preflight; AI directly mutates the persistent Figma graph."
psenger-agent-skills,H3,4,5,3,2,4,,"Design Critique workflow produces prioritized review findings; model reviews structure, but target source/design files retain mutation authority and there is no authoring surface, so creation and mutation are minimal."
qt-agent-skills,H3,7,7,8,6,8,,"Figma token extraction emits design-tokens.json/QML singletons and components generate production QML controls; converts design context into new source authority, though no bidirectional binding back to Figma."
rampstack-skills,H3,7,7,6,6,7,,"Brand lifecycle workflow generates distinct logo/identity candidates tested at application constraints, owner selects, then builds design-system tokens/components and site; host agent owns file mutation but workflow encodes the decision loop and artifact contracts."
resource2skill,H3,7,7,6,7,7,,"Microsoft runtime distills examples into executable skill libraries, then agents retrieve and compose skills while operating real Web/PowerPoint/Excel/Blender tools; outputs land as editable files, PPTX or scene state."
rw-consulting-ppt,H3,5,4,4,5,6,,"Script-driven deck packaging and ppt-to-editable reconstruction with OCR and text-layout manifests; transformation logic is mostly deterministic scripts, with page images or rebuilt native objects as durable outputs."
s-stack,H3,7,7,6,7,7,,"Frontend subsystem elicits USERS.md/DESIGN.md briefs, builds or polishes interfaces and critique-loop converts findings into tracked work re-run until convergence; agent iteratively mutates repository implementation against durable briefs."
scylla-diagram-skill,H3,5,6,5,3,7,,"Agent-conducted interview constrained by database topology emits validated .diagram.json for a companion editor; AI authors the diagram file, but cannot mutate the editor graph and preview is Mermaid only."
sensenova-skills,H3,7,7,7,6,7,,"PPT pipeline from outline/style to VLM quality checks, retained page HTML, per-page review and PPTX export; visual workbench lets user inspect/select/resize/regenerate elements, with HTML as re-editable source."
shain-design-system-skill,H3,5,5,5,4,6,,"Operating contract and references for creating token-based Figma systems, but no independent Figma mutation runtime in the checked source; agent-followed guidance lands in durable Figma graph and BEM/CSS mapping, mutation unproven beyond instruction."
skillstead,H3,6,6,6,5,7,,"svg-infographic turns prose into layout-computed structured SVG with source lint and exact 2x PNG render; SVG is the editable durable authority, agent authors it and repairs via checked evaluations."
solidworks-automation-skill,H3,7,7,7,7,7,,Workflow ships workbench/CLI/MCP with capability truth: design request -> backend selection -> queued CAD operation -> native or headless exact artifact -> preview/evidence -> DFM/FEA gate -> export; skill orchestrates agent-driven CAD design creation and mutation.
spark-to-paper-skills,H3,7,8,7,7,7,,"Figure pipeline generates candidates, selects for scientific correctness, learns style vocabulary and redraws natively from paper with deterministic SVG audit over repeated repair rounds; model loop drives creation and repairs durable vector figures."
specula-skill,H3,6,6,6,4,7,,"Agent designs constitution and state machine JSON validated for consistency by script; design artifacts are durable and editable, AI authors them, but mutation is limited to emitting new artifacts rather than evolving an existing system."
subcortex-visualization-skill,H3,6,6,6,5,7,,"Reproducible agent workflow for ROI figure generation with backend/atlas gates, provenance contract and editable SVG/PDF outputs; agent authors plot code and artifacts, mutation is regeneration rather than deep iteration."
super-design-skills,H3,6,7,6,5,7,,"Methodology layer enforces three-or-more distinct directions before convergence; agent frames, specs, critiques and QA's with durable files as authority, while visual mutation happens through host Figma/code tools rather than its own loop."
svg-creation-skill,H3,6,6,6,5,6,,"Prompt -> raster -> background removal -> traced SVG with rendered verification; agent drives generation and inspects output, but traced vector lacks semantic component structure and repair beyond re-generation is limited."
svg-icon-skills,H3,6,6,6,5,6,,"Creates icon directions via image generation, slices candidates and reconstructs approved icons as audited editable SVG; PNG is decision artifact, SVG + style spec is the durable icon system."
taste-skills,H3,4,5,3,2,4,,"Visual audit, ranking and critique operations produce review/decision artifacts; model does the judgment but owns no canvas and cannot mutate host source or design files, which remain authoritative."
thedesign-agent-skills,H3,7,7,7,7,7,,"Coherent Design subset generates component metadata, extracts design systems and writes application views into native Figma plus runnable HTML decks, with skill-specific audits and artifact revision; AI mutates persistent outputs per authority."
threejs-game-skills,H3,7,7,7,8,7,,"Director routes gameplay/graphics/UI/asset specialists that revise HUDs, materials, lighting, VFX and interaction iteratively against baseline scorecards and pixel/playtest QA; repository code and assets are authoritative and repeatedly mutated."
tiangong-ai-decks,H3,5,6,5,4,7,,"Filesystem pipeline with validated JSON handoffs from brief to render-handoff; the repository authors durable artifact packages but explicitly delegates visual rendering to an external renderer, so deep visual mutation is not in the record."
ux-ui-agent-skills,H3,6,6,5,5,7,,"Design-governance runtime with DTCG tokens, component contracts and executable WCAG/state validators; agent creates and corrects source artifacts against shared rules, but host agent performs most synthesis and files/Git provide persistence."
ux-writing-skill,H3,5,6,5,5,5,,"Governs interface copy via quality scoring, voice constraints and Figma integration for native text layers; the skill owns audit and proposed language while the product or Figma document still owns durable copy."
yuv-ai-creative-skills,H3,7,7,7,6,7,,"Routed creative stack with shared brand system applied across decks, landing pages and video with director orchestration; projects persist under a defined filesystem root and versioned renders are never overwritten."
addercad,H4,7,,,,,depth,"Bridge into a live AutoCAD DWG: inspects layers/selected entities/geometry, turns natural language into proposed entity-level operations (layer changes, moves, resizing, annotation updates, renumbering), snapshots before execution, applies native edits to the live host drawing, and offers one-click rollback restoring the snapshot. Structural scene-graph mutation with undo evidence; integration internals are architecture-level, so not rated higher."
agentation,H4,3,,,,,depth,"Annotation/context primitive: the browser overlay inspects the target DOM and writes annotations/proposals into its own store, while the MCP surface only manages feedback lifecycle (list/get/pending/acknowledge/resolve/dismiss/reply/watch). No file-read, file-edit, browser-control or verification tool; nothing the AI does mutates the target host. Constrained write limited to its own annotation records."
ai-forge-mcp,H4,6,,,,,depth,"Commercial pipeline orchestration spanning Blender, Substance, Maya, Houdini and Unreal: sixteen MCP servers and a daemon coordinate up to 50 agent sessions through mesh cleanup, UV, texture, rig, animation and engine delivery, with review gates and approval/rejection/redo rerouting. Claims deep stage-owner asset mutation and correction loops, but implementation is not public; evidence is the architecture contract, so structural mutation is credited at 6, not higher."
airship,H4,7,,,,,depth,"Canvas-to-source bridge: element/source mapping resolves selected UI to a file/line, Claude Code/Codex/OpenCode edit the repository, frames reload from the changed app, and before-state content is captured for content-restore undo plus SDK-native checkpoint/revert where available. Deep repository-file mutation with explicit rewind semantics; edits themselves are executed by external agents, keeping it below the full-authoring band."
artclaw-bridge,H4,9,,,,,depth,"Multi-DCC agent layer (Unreal, Maya, 3ds Max, Blender, Houdini, Substance, ComfyUI) whose core is a narrow Python execution entry inside each host, standardized over MCP, plus a managed tool/skill lifecycle (discover, generate, version, publish, share) and in-editor sessions that persist across host restarts. Arbitrary Python inside the host plus tool-authoring spans complete lifecycle creation and multiple artifact types."
azure-diagram-mcp-server,H4,4,,,,,depth,"Code-authoring bridge: the model produces Python for the 'diagrams' library, the server parses the AST, security-scans and executes it, and Graphviz renders a PNG. Revision means regenerating or changing source rather than editing an existing artifact, and the bundled viewer is a delivery surface. Constrained write: creates rendered diagram artifacts but cannot mutate a persistent graph."
bedrock-image-mcp-server,H4,4,,,,,depth,"Typed image-operation family (text-to-image, img2img, inpainting/outpainting, search-and-replace, recolor, background, control, upscale). Every transformation creates a NEW raster file in the IDE workspace; there is no canvas document or version graph, and iteration is a file lineage coordinated by the calling agent. Constrained write: new artifact creation only, no in-place mutation of existing work."
blender-mcp-n8n,H4,8,,,,,depth,"Live Blender automation with 93 modeled tools including architectural operations; a visual studio supports record/replay of sessions and portable, editable session.json files make an agent run inspectable and replayable. Structural scene-graph mutation across many tool domains with a session/replay layer that makes runs reversible and repeatable."
blender-mcp-server-namurokuro,H4,7,,,,,depth,"Single-file Blender add-on exposing modeling, materials, animation, physics, render and interchange operations to orchestrating agents, with thread-safe queuing onto Blender's main thread. Broad structural scene-graph mutation over native Blender objects; no session/undo layer beyond Blender and the saved .blend."
blender-mcp-vinhelysia,H4,7,,,,,depth,"26 tools over Blender's Lab MCP extension (TCP 9876) that inspect scene state, apply focused Python or tool-level mutations, then verify via object measurements, screenshots or saved renders before export. Structural scene mutation with an inspect-mutate-verify loop; no durable agent-session or undo semantics beyond Blender and the saved file."
blender-mcp-vxai,H4,7,,,,,depth,"Socket bridge where a Python MCP server translates tool calls for an installed Blender add-on that executes Blender Python against the live scene; agents can create, modify, inspect, render and export objects and scenes, and users can continue ordinary editing after agent operations. Deep structural mutation of the native scene graph plus export delivery."
blendermcp,H4,8,,,,,depth,"The original running-scene bridge: scene inspection, viewport screenshots, object creation and deletion, material changes and an unrestricted Python escape hatch into the live Blender dependency graph and API. Structural scene-graph operations plus arbitrary Python close the full-authoring surface, with screenshots closing an inspect-correct-inspect loop; safety and save discipline remain with the user."
canopy,H4,4,,,,,depth,"Rendering bridge covering roughly 27 diagram syntaxes via Kroki: agents submit diagram source, invoke render tools, and receive inline previews to iterate in the coding environment. Diagram source files remain authoritative and the preview is a derived image; no native canvas, object-level collaboration or reversible graph operations. Constrained write: create/render diagram artifacts, no structural mutation of an existing graph."
code-inspector,H4,7,,,,,depth,"Compile-time DOM-to-source bridge plus hosted AI turns: selection yields exact file/line/column, agents run with the project as working directory (Claude defaults to bypass permissions), and a guarded Revert writes provider-derived inverse edits back into project files with project-root containment and current-content matching. Deep repository-file mutation with evidence of guarded undo; no design artifact graph of its own."
comfy-mcp-official,H4,6,,,,,depth,"Cloud mode owns saved-workflow lifecycle: submit a custom workflow, save it to the account, update it with a recoverable version, share it or open it on the Comfy Cloud canvas for human correction; local mode is a comfy-cli-driven adapter for discovery, validation and execution against a user-owned installation. Workflow-graph artifacts are versioned and bidirectional with the canvas, but the cloud server is closed (architecture-level) and local mode is mostly an execution adapter."
comfyui-easy-color-corrector,H4,3,,,,,depth,"ComfyUI node suite combining content-aware analysis with grading controls that produce images inside the authoritative workflow graph; auto/preset/manual modes are parameter-driven and human-tuned. It is a processing node rather than an agent-facing bridge: an external agent can only invoke deterministic color operations or set parameters, with no in-place structural mutation of artwork."
comfyui-mcp,H4,8,,,,,depth,"Local-first control plane whose agent inspects the node vocabulary of a running ComfyUI install, authors and edits the workflow graph, executes it, diagnoses failures and continues the same session; a workflow-target store pins the graph per tab and fails closed on canvas changes, node snapshots back recoverable infrastructure changes, and save warnings protect unsaved work. Structural node-graph authoring/editing with session continuity."
convey,H4,6,,,,,depth,"Runtime-intent relay: the overlay captures selection, layout, sketch and bug evidence (logs, console, DOM snapshots, events) and MCP tools hand it to a coding agent that edits the real React/Angular/Tailwind source, verified by reloading the app. The bridge owns evidence packaging and intent commit but not the source mutation or its undo; repository remains final authority."
css-studio,H4,7,,,,,depth,"Browser visual editor emits structured edit events (URL, viewport, element path, before/after values, React/source context) that a local MCP-compatible agent writes into real project files; tasks are the unit of concurrency and can be reverted independently (browser effect and source change both rolled back) with a per-element session undo stack. Deep source-file mutation with task-level revert per first-party contract; implementation is closed, so details stay architecture-level."
dcc-cua,H4,5,,,,,depth,"Standalone Computer-Use runtime for hosts without a typed API: each action is tied to a concrete PID and window plus a fresh observation ID, and a new observation is required after a mutation; physical Escape, visible control indicators and sensitive-window policy stay in the Host process. Capability is constrained GUI-level input (clicks/keystrokes re-verified by observation) rather than typed structural operations."
dcc-mcp-3dsmax,H4,7,,,,,depth,"Typed 3ds Max host adapter: separately declared Skills for modeling, mesh topology, materials, cameras/lights, animation, rigging, display, import/export and rendering, with scene-changing operations returned to the application's main thread and material creation/bitmap binding mutating real host objects. Broad structural scene mutation; no undo-manager integration evidenced."
dcc-mcp-aftereffects,H4,8,,,,,depth,"Typed AEP surface over the adobepy broker/CEP bridge: project Skill opens/saves, imports assets and creates compositions; layer tools cover text, transforms, masks, effects, ordering and keyframes; render tools queue and configure the native render queue. Full motion-design lifecycle creation and deep layer/keyframe iteration, with raw ExtendScript kept as an explicitly destructive fallback."
dcc-mcp-blender,H4,7,,,,,depth,"Blender host adapter embedding a Streamable HTTP server with typed, progressively loadable skills across scene assembly, mesh/UV, rigging, materials, node graphs, physics, rendering and interchange; calls serialize onto Blender's UI thread and context snapshots bound agent perception. Broad structural scene-graph and node-graph mutation; no undo/replay layer beyond the host."
dcc-mcp-cinema4d,H4,8,,,,,depth,"Headless c4dpy adapter stages a native C4D document in an isolated worker, runs inspection, validation and modeling operations on the staged copy, and atomically promotes the result to the durable .c4d only on success; renders bounded previews and exports C4D/OBJ/FBX/glTF/STL/Alembic/Collada. Complete document creation and full modeling with transactional, failure-safe promotion."
dcc-mcp-comfyui,H4,6,,,,,depth,"ComfyUI workflow as a validated asynchronous job: endpoints validate graph structure, submit over REST/WebSocket returning job identity, query status and retrieve artifacts tied to the run; changing nodes or parameters produces new comparable graph executions. The adapter keeps the native workflow JSON as the editable recipe and avoids a hidden generation state, but graph authoring depth is submission-oriented rather than in-place structural editing."
dcc-mcp-core,H4,7,,,,,depth,"Creative-tool control plane: a gateway indexes live DCC instances and progressively exposes search, describe, load and call operations plus async jobs, cancellation, workflow checkpoints, artifacts, audit and policy, with an Admin UI for traces/logs/statistics. Mutation capability flows through host adapters, but via one bounded contract an AI can discover and operate many hosts and checkpoint workflows; it explicitly cannot guarantee rollback for arbitrary host APIs."
dcc-mcp-fpt,H4,5,,,,,depth,"Agent-facing adapter for Autodesk Flow Production Tracking: entity CRUD (create and update the same shots/assets/versions artists see), notes carrying review decisions back into the graph, search, schema discovery and batches. This is constrained write on a production-tracking database (object creation and field/status updates), not structural mutation of a design artifact."
dcc-mcp-freecad,H4,8,,,,,depth,"Headless parametric-CAD adapter: session tools create, inspect and validate the native .FCStd document, modeling runs in FreeCAD's Python runtime with the dependency graph recomputed, and the staged document is accepted only when invariants hold; edits are dependency-aware and failures leave original bytes unchanged. Structural feature/dependency-graph mutation with transactional safety."
dcc-mcp-godot,H4,8,,,,,depth,"Packaged EditorPlugin, debugger bridge and sidecar exposing 163 typed tools by domain (scene, UI, animation, audio, navigation, tile, resource) that run on the editor thread, use Godot's undo manager where the host supports it, restrict paths to res://, and separate in-memory scene change from explicit save/validation. Deep scene/resource-graph mutation with host undo integration."
dcc-mcp-houdini,H4,8,,,,,depth,"Embedded agent-facing server mapping typed Skills onto the procedural node network across scene assembly, SOP/DOP/LOP/CHOP, materials, animation, cameras, rendering and pipeline jobs; agents read bounded graph state first, mutations dispatch to the host thread, and atomic node-chain builders expose procedural structure as native nodes. Deep structural node-graph authoring with long jobs kept queryable."
dcc-mcp-illustrator,H4,7,,,,,depth,"Typed vector-document layer over the adobepy broker: document tools inspect artboards, layers, selections, placed/raster items, text, stories and swatches; artwork tools update text and path points and apply translation/scale/rotation; export Skill saves AI/PDF/EPS and exports PNG/JPEG/SVG. Structural edits of vector artwork with session-scoped object identity."
dcc-mcp-mari,H4,7,,,,,depth,"Production texture/lookdev adapter: a Qt-timer plugin executes bounded Mari API commands on the GUI thread while an external sidecar owns networking and jobs; surface follows project lifecycle, geometry/channels, node graph and layers, shaders, images and texture export, including create_node/create_layer on the native graph. Structural node-graph/layer mutation with main-thread safety; saved Mari project is authoritative."
dcc-mcp-marmoset,H4,6,,,,,depth,"Toolbag lookdev/validation adapter: the scene Skill imports FBX, assigns explicit PBR maps, frames objects, finds missing references, saves the scene and renders camera images as asynchronous jobs around Toolbag's native calls, requiring job/state inspection rather than blind re-issue. Scene and material mutation plus render loop, but narrower than a full authoring surface."
dcc-mcp-maya,H4,8,,,,,depth,"Broad Maya host product: a Rust sidecar and gateway with a Qt dispatcher progressively expose more than seventy typed operations across scene, mesh, UV, material, rig, animation, simulation, rendering and pipeline work, producing ordinary DAG/DG/Bifrost/material/animation/render structures; long work can be cancelled or recovered by job identity and save state is explicit. Full-scope structural scene mutation across artifact domains."
dcc-mcp-maya-advancedskeleton,H4,7,,,,,depth,"Typed Skill package for AdvancedSkeleton rigging: inspects installed presets, imports or creates a FitSkeleton, configures labels, orientation, twist/bendy, follow and controller attributes, and supports both Build and ReBuild so a rig can be reconstructed from the fit structure rather than remaining a one-shot result. Structural rig construction with a reproducible build/rebuild loop."
dcc-mcp-maya-mgear,H4,6,,,,,depth,"Marketplace Skill for mGear Shifter rigging: inspects the environment and components, creates a guide from a named template, builds a rig from it, exports the guide as a reusable template, and imports rigs through an AssetDescriptor contract. Rig build lifecycle centered on a reproducible guide authority; narrower than a general scene-authoring surface."
dcc-mcp-maya-procedural-architecture,H4,7,,,,,depth,"Domain Skill generating residential exterior concepts in Maya/Bifrost/Arnold: six styles, seeded variation, material roles and a staged review orbit, producing material-separated Bifrost structural graphs and instanced details with generated parts capped, prototypes reused by role and partial nodes removed after error or cancellation. Generates and corrects structural scene graphs with deterministic variation."
dcc-mcp-nuke,H4,7,,,,,depth,"Constrained compositing and reusable-node workflow: layered-compositing Skill applies ordered gain, saturation, edge-feather and albedo-fill adjustments globally or through Cryptomatte selection, materializing results through an explicit Write node; node-assets Skill packages versioned Gizmos with bounded public knobs, instantiates and validates them. Structural node-graph and component-lifecycle operations in Nuke."
dcc-mcp-openscad,H4,5,,,,,depth,"Deterministic adapter for inspection, validation, parameterized rendering and geometry export: it parses modules/functions/variables without executing source, accepts only JSON scalar/array parameters (no raw -D expressions), stages outputs next to destinations with visible-on-success semantics, requires explicit overwrite, and links each artifact by SHA-256. Constrained write: parameter-driven renders/exports of an existing .scad authority; it deliberately does not write arbitrary source."
dcc-mcp-openusd,H4,8,,,,,depth,"Headless USD authoring/validation product: both USDA-text and pxr modes create projects and stages, list and define prims, set transforms, add references, snapshot and validate; material binding, cameras/lights, time-sampled animation, sublayers, payloads and variants run through pxr, and a validation package can create USDZ archives. Structural USD scene-graph compositing and mutation with explicit mode reporting."
dcc-mcp-photoshop,H4,8,,,,,depth,"Typed Photoshop product over the adobepy Rust broker and UXP bridge: creates/opens documents, inspects the layer stack, creates/deletes layers, changes opacity/visibility/blend mode, edits text, makes selections, applies filters and works with smart objects, preserving the editable PSD graph before save/export. Complete layered-document lifecycle with structural layer-graph mutation."
dcc-mcp-renderdoc,H4,3,,,,,depth,"Controls official RenderDoc capture paths (launch/attach/delayed capture) and converts .rdc frames into reviewable evidence artifacts, but explicitly does not mutate the source game or scene; writes are creation of bounded new capture/export files only."
dcc-mcp-substance3d-designer,H4,4,,,,,depth,"Embeds a server in Designer's Qt main thread and can inspect the active session and create one rendered procedural PBR material package through the native session; surface is bounded one-pass material creation, no editing of existing graphs."
dcc-mcp-substance3d-painter,H4,6,,,,,depth,"Mutates the native layer stack of the authoritative .spp project: creates PBR fill/textured layers, searches resources and applies smart materials via resource URLs; structural layer-tree work bounded to a material-authoring pass."
dcc-mcp-touchdesigner,H4,7,,,,,depth,"Full operator-network access: traverse operators, read/write parameters, save/load .toe/.tox state, capture viewport, plus typed operations and optional Python execution (td native automation); limited undo reported as a host boundary."
dcc-mcp-tracy,H4,3,,,,,depth,"Writes durable .tracy capture and computed CSV summaries via official Tracy binaries and validates extensions; analysis and capture only, no mutation of the instrumented host or its design content."
dcc-mcp-unity,H4,8,,,,,depth,"Deep mutation across the Unity project graph: scene operations create GameObjects and change transforms through Unity Undo before explicit save, allowlisted CAS source-asset writes, compilation/Play Mode, tests and Windows player builds — near-complete lifecycle."
dcc-mcp-unreal,H4,9,,,,,depth,"Complete authoring surface over Unreal 4.18+: actors, assets, Blueprints, levels, materials, cinematics, Niagara, MetaSound, Chaos, gameplay tests and packaging, composing with Epic's native MCP toolsets; skills declare affinity/mutability/destructiveness."
dcc-mcp-wwise,H4,7,,,,,depth,"Authors the native interactive-audio graph via WAAPI: import segments, build Random/Sequence/Switch containers, create events, set properties/references and configure RTPC curves, with SoundBank generation and Work Unit persistence; no arbitrary scripting."
