slug,total,authority,mutation,artifact,human_loop,delivery,rationale
visual-diagram-editor-rzabolotin,5.4,5,7,6,5,4,"Chat AI actions convert requests into node and connection changes that mutate graph objects directly, giving real AI mutation of the durable diagram database with WebSocket collaboration. The diagram is mostly human-constructed and the educational scope leaves scale/conflict behavior unproven; delivery is a working deployed editor without export/publish."
affine,6.8,7,7,8,6,6,"Edgeless Copilot stages AI output as proposed mutations with insert/discard/retry, and insertion mutates the persistent BlockSuite store, so AI creates slides, mind maps, images and prototypes directly in the durable document. AI output requires staged human acceptance, and delivery is in-workspace generation rather than a publish/export pipeline."
d2-canvas,5.2,5,6,5,5,5,"D2 text is the interchange authority and the agent bridge accepts replacement code over POST /api/code, so an external agent can write and mutate the diagram source that the editor parses and re-renders. Persistence depends on importing/exporting .d2 since bridge state is process memory (no version graph), and SVG preview/export are the delivery surfaces."
html-ai-diagram-editor,5.8,7,6,6,5,5,"Gemini regenerates complete Draw.io XML or Mermaid source from prompt, references, screenshots or selected regions, making the model the author of the diagram text that rendering and delivery both use. The mutation is whole-document replacement without a structural patch boundary and persistence is browser-local history snapshots, so iteration and cross-device durability are limited."
design-dna,5.6,7,5,6,5,5,"The agent inspects references and produces a structured Design DNA JSON that is the long-lived authority, with generated HTML as a replaceable projection, so AI defines the portable design spec. There is no hosted project database or direct editor (filesystem/Git mediation), and refinement is agent-mediated, so mutation and delivery are moderate."
visual-agent-designer,7.2,8,7,8,6,7,"Typed agent stages plan and execute images, variants and restyling while a critic-agent evaluates output and repair targets specific assets, so AI authors and iterates the visual work within a durable project JSON that records lineage. A handoff agent packages the selected context into ZIPs for coding agents, closing the delivery loop."
dbx,5.0,4,5,6,4,6,"The AI assistant proposes and explains SQL while write execution is gated by tests and confirmation, and accepted SQL changes the live database that ERD surfaces render, so AI edits the authoritative schema only with human confirmation. The durable artifact is the real database, giving moderate artifact and delivery strength."
taskstream,4.6,3,4,7,3,6,"The versioned React Flow graph is durable and executed topologically by a queued backend with real LLM adapters, but the workflow design is human-built and the 'AI assistant' is rule-based, so AI does not author or mutate the graph. Execution writes to run records, and triggers/logs provide delivery."
ai-workflow-builder-upinder28,4.0,3,3,6,3,5,"Users compose ordered steps that persist in Hasura and run real Groq/HTTP calls with approval gates, but AI only produces content inside executed steps and does not design or mutate the workflow. The persisted workflow is a solid artifact; some steps record synthetic success and deployment relies on an admin secret, limiting delivery."
uml-tool,5.2,5,6,6,5,4,"A repository-local agent can inspect and mutate the shared diagram JSON through server operations while the browser refreshes via SSE, so AI directly edits the durable diagram model that human direct manipulation also targets. Persistence is save-oriented file storage with operation logs, and SVG exports are the delivery snapshots."
curate,6.4,7,7,7,5,6,"Model responses are parsed into files in a real Vite project directory and the refine controller carries the existing project through correction, so AI both creates and iterates the persistent source-file artifact. The builder joins explorer/editor/chat/preview and history snapshots are reopenable; storage is filesystem-heavy and includes committed examples, keeping it transitional."
agcluster-container,4.6,4,4,6,4,5,"The promoted authority is a governed YAML agent configuration built by a human in a web editor and launched into isolated container sessions where the contained agent works and its files are viewable. The contained agent does generative work, but configuration design is human-led and active session state is memory-resident; files can be downloaded but deployment trust depends on the provider."
tractstack,6.6,7,7,7,5,7,"AI design steps route standard/creative/refinement paths and results become panes in the same typed node store humans edit, with reversible undo patches and explicit save, so AI creates into and iterates the persistent authoring graph. Rendered HTML is the delivery surface of the published Astro site, with contextual belief matching at runtime."
ai-webpage-generator-pa741,6.6,7,7,7,5,7,"Generated component definitions are the durable design unit composed into routes with Firestore overrides, and free-form feedback routes to either a concrete component mutation or a persistent user preference, so AI both authors and repairs the living page. A Playwright benchmark drives and scores the live URL, confirming real delivery."
zoea,6.6,8,7,5,7,6,"AI writes the implementation for requested captions/transitions/motion graphics and changes the video timeline, judged in a live preview ('write the implementation for requested captions... compositing effects'). Artifact and export semantics penalized: 'The public material does not disclose its project file format execution sandbox supported effect APIs save/version implementation or export interchange', so durability/versioning evidence is missing."
ai-ui-builder-merchantry,6.0,7,5,7,6,5,"Gemini authors a serializable UI schema constrained by a prompt vocabulary ('enumerates the allowed node and property vocabulary... sends that contract to Gemini'), and saved schemas reopen as addressable artifacts. Mutation of existing schemas by the model is only weakly evidenced (schemas route lists/creates), and delivery stops at a React render without a deploy/export path; no evidence for AI-driven iteration on saved artifacts."
qwen3-coder-webdev-ethan,5.2,7,3,4,6,6,"Qwen generates a whole file set from one response and the app renders/downloads it ('parses named code fences... drives code, preview and download panels'). There is no durable repository or version model: 'Its artifact is the current extracted file bundle in the Gradio session', so mutation and persistence score low; delivery via download panel is real but shallow."
neo-studio,4.6,3,4,6,5,5,"Neo Studio is a control/replay layer over separately installed runtimes ('makes ComfyUI Forge Neo KoboldCPP... behave like one recoverable creative workspace'); it routes and records rather than authoring the design, so authority is low. It does persist outputs with prompts/lineage and supports replay ('reusable action state'), but the creative work is done by human-driven backends."
presentation-ai,7.6,8,8,8,7,7,"The presentation agent 'can search, regenerate and edit an existing presentation' and generated XML is parsed into the same editable slide structures as direct editing, giving strong authority and mutation on the managed slide graph. Durable Prisma state plus up to fifty undo snapshots ('holds up to fifty snapshots for undo/redo') evidence the artifact; PPTX export is best-effort and lossy, capping delivery."
siteforge-ai-maf,5.4,7,4,4,6,6,"The model returns the full HTML/CSS/JS bundle ('expects another complete bundle, making replacement explicit rather than pretending to apply an AST patch'), so AI authors the site but mutation is replace-whole-bundle only. Persistence is weak: 'A five-entry history lives only in React state and is not a durable project or version store'; ZIP export preserves the document for delivery."
ai-frontend-generator-amit,5.0,7,3,5,4,6,"A local CodeGen model generates HTML/CSS/JS from a brief ('wraps the brief in a frontend format contract'), so AI is the author. Iteration is human-driven: 'Users can correct all three parts' in editable panes and the download materializes files, but there is no AI mutation of the artifact and no version/project database; the parser's textual delimiters also cap robustness."
ai-workflow-automation-vmk,5.6,4,4,8,5,7,"The workflow graph is human-authored in a visual DAG editor; AI appears only as an LLM handler node executing inside it ('The runtime calls a local Qwen model through Ollama'), so authority over the designed artifact is low. The PostgreSQL-persisted graph is durable and the runtime genuinely executes it ('creates durable run records and dispatches that order'), but branch/loop/parallel semantics are absent."
quill-ai,7.6,8,8,8,7,7,"A two-pass builder 'first creates a draft then asks a critic to identify defects before rewriting', with quality/repair retries operating on the candidate payload — clear AI-authored generation and AI mutation of the artifact. Typed artifacts are versioned in PostgreSQL ('artifact_version records') and can be previewed or ZIP-exported, though production-safety and semantic round-tripping are unproven."
image-split,5.6,6,4,7,6,5,"The agent 'authors an element recipe after visually separating semantic regions' and deterministic scripts turn it into transparent assets plus manifest.json — real AI design decomposition feeding a persistent, editable-ready intermediate authority. It is pipeline infrastructure: mutation of the recipe by AI is not evidenced, and the output is an intermediate asset set for downstream renderers rather than a shipped product."
ai-workflow-builder-toobahasnain,3.8,6,3,3,5,2,"Gemini proposes a six-line plan from prose and the client renders it as editable nodes ('parses numbered lines into trigger action and output nodes'). Changes live only in client state: 'no durable serialization boundary is implemented', and 'there is no save load version history or export path' — so mutation, artifact and delivery are minimal; human correction happens on a non-persistent projection."
ideaship,7.6,8,8,8,7,7,"Agent-authored virtual files and direct edits on the running page join into one loop: 'The selected runtime element is mapped back into source rather than retained as a detached annotation', with editor transformers patching the corresponding files. A VFS working file set plus Prisma users/chats/sites and a deploy route that 'materializes the accepted project into delivery state' cover artifact and delivery."
magicpath,8.8,9,9,9,8,9,"AI dispatches one designer agent per design/edit and authors runnable React/TypeScript/Tailwind programs; visual DOM edits return to source via source-marked mutation manifests that create new Design revisions ('the save path tries to reconcile recorded DOM mutations back into those source files and builds a new Design revision'). Versioned revisions, canvas, exports (code, clone, Figma, image, deploy) are all evidenced; closed compiler/conflict semantics and human Done/AI-edit steps keep it just below the fully AI-native bucket."
genie-ai-website-builder,6.6,8,7,6,6,6,"OpenRouter creates the site HTML and 'sends the current document back for sequential revisions', giving AI authoring and genuine iteration on the same artifact. The Mongo document persists `latestCode` and supports publication to a stable slug, but there is no version/project graph, and the editor is a source/iframe projection of a single current document."
manim-agent,6.4,8,5,5,7,7,"Three model stages (content, visual design, code) converge on one Manim Python program and rendering is an executable acceptance boundary ('the program must render to an MP4 that the browser can preview and download'). Corrective passes rerun stages and a small deterministic repair set patches code, but there is no source editor or AI-driven edit of the persistent artifact, and session metadata is in-memory."
synthezy,5.4,7,4,6,5,5,"Gemini proposes elements in the canvas's native vocabulary and app code normalizes/lays them out ('requests JSON in Synthezy’s element vocabulary... applies application-owned layout rules'), so AI authors diagram content. Generated elements join the editable array but AI does not mutate existing elements; persistence spans localStorage, Mongo current-data and `.flowstate`, yet the metadata version number 'is not durable version history'."
grills,5.4,8,4,4,6,5,"A provider-backed chat turn produces structured source files streamed against a codeGenerationSchema and run in an E2B sandbox ('writes every generated file into an E2B sandbox'), so AI is the author. There is no durable project tree or promotion model — 'Persistence stops at conversations' — so mutation and artifact are weak; the README itself calls the product early-stage."
abc-agent-builder-console,5.2,3,3,8,5,7,"Humans author agent workflows on a Vue Flow canvas; AI is the executed runtime (agent nodes call models) rather than the author of the designed artifact, so authority/mutation are low. The graph is a durable, versioned, governed artifact: migrations 'retain workflows, versions, executions and stage results', with dry runs and real execution following the saved canvas_data."
app-store-screenshots,5.8,6,4,8,4,7,"The agent scaffolds a connected visual editor and can prefill product name, copy, locales and visual direction, but the continuing design work happens in the user-owned editor ('The user receives a connected visual canvas... for continuing work'), so authority is partial and mutation by AI is absent. The project JSON plus hashed assets on disk are authoritative with concrete cache/disk reconciliation; export produces exact PNG bundles at required store sizes."
panth-pagebuilder-ai,5.8,6,4,7,5,7,"The model proposes PageBuilder-compatible native markup from a prompt and reference ('returns PageBuilder-compatible content'), which humans then edit, duplicate or remove through normal Magento operations — generation is a proposal into an existing platform graph. Magento PageBuilder owns the published page artifact; durable governance (prompt templates, budgets, request logging, draft queues) is strong and pages reach the storefront."
throughline,6.2,6,7,7,5,6,"Skill-gated agents build a design system across Figma and code with real in-place mutation ('preserves variable IDs by renaming and realigning in place' and token sync 'regenerates outputs, detects probable renames and lands changes as a pull request'). Human confirmation gates stop pipelines between stages, so the loop is heavily manual; delivery is reviewable PRs of tokens/components/docs."
generative-ui-app-abhay,5.0,7,3,4,6,5,"The model authors a constrained dashboard component graph ('restricts output to headers, text, metrics, tables, bar or line charts...') that a fixed renderer interprets, so AI authority is real but bounded by the schema. There is 'no direct component editing, persistent project store or revision graph' — JSON lives in session state and downloads raw, capping mutation, artifact and delivery."
figsor,7.6,8,8,8,7,7,"An external coding agent creates and edits native Figma nodes — frames, text, vectors, components, variables, auto-layout — through an authenticated bridge ('The returned IDs let later turns inspect or revise the same layer rather than regenerate a replacement image'). Figma's document graph remains the durable authoritative artifact with its native versioning; Figsor is the mutation/inspection surface."
ai-landing-page-builder-ali-tamer,5.8,8,6,4,6,5,"Generation is staged (interview → plan → diagrams → files) and 'a later request includes the existing project so the model returns full updated files', giving real AI authoring and replacement-style iteration. Persistence and release mechanics are weaker than the generation kernel ('persistence and release mechanics are weaker'), so artifact/delivery are penalized and lifecycle is active-transition."
gemini-resume-builder,6.8,7,7,7,6,7,"A four-role Mastra workflow (Audit/Architect/Fabricator/Stylist) transforms a typed resume and 'produces a schema-valid candidate', so AI performs the design work on a persistent Zod-typed JSON store. Apply/Discard makes promotion explicit and reversible; PDF output is downstream of structured state ('PDF output is not round-tripped as the editing model'), keeping content revisable."
eostudio,6.4,7,6,7,6,6,"The AI generator 'requests bounded UI component trees, 3D scenes or CAD feature lists' and validates them into domain schemas serialized into a `.EoStudio` JSON project, giving AI authoring of the unifying artifact. Whole-spec refinement and domain editors modify the saved project; geometric/code exporters (SVG/OBJ/STL/glTF/DXF/React) provide delivery, though many advanced README claims are thinner than the shared core."
prompt-to-website-padala,5.0,7,3,3,6,6,"Gemini Flash generates the site and the app 'parses the response into the three web-file channels' presented as one preview with separate source views and per-file downloads — real AI authorship and exportable delivery. There is 'no durable revision or correction protocol... another prompt creates another session result', so mutation and artifact are minimal (session-only retention)."
genui-dimple,5.0,7,3,6,4,5,"AI generates framework-dialect component code directly from a prompt ('asks Gemini for output in one of many named framework dialects'), so authority is high; but correction is entirely manual via Monaco ('Manual changes replace that state'), with no AI re-edit of the artifact, so mutation is low. Artifact is an editable code string with browser-local history; delivery is copy/download of corrected code. Human does the design fixes manually in the editor."
anti-ai-design,6.4,7,6,7,6,6,"The skill resolves platform/brand direction and writes a complete multi-file HTML/CSS/JS bundle ('writes a CJX-ready multi-file HTML/CSS/JS bundle'), giving AI strong authorship of the designed artifact. Later changes pass through a dedicated expansion path instead of regenerating unrelated platforms, evidencing mutation of the existing bundle. foundation.css is the token authority and generated source is authoritative; delivery is a handoff bundle adapted to a host stack. Some human steering of the skill remains."
design-audit-lens,3.0,3,2,4,3,3,"The plugin reviews designs through five lenses and outputs recommendations; it 'does not say that the model rewrites nodes, applies fixes or owns a parallel design graph', so it does not author the design nor mutate it. Figma remains the working design authority and the output is decision evidence for a human correction loop. No source/acceptance run found; artifact is recommendations rather than a persistent designed artifact."
dstoai,3.2,3,2,5,3,3,"DStoAI materializes Figma system context into a portable Build Task Markdown snapshot; the downstream coding agent 'owns code changes' while DStoAI owns the extraction/materialization boundary, so it is a one-way design-code bridge rather than a design author. It cannot touch the design after export ('one-way materialization'), and delivery stops at a downloadable document. Implementation/export grammar are closed, penalizing evidence for artifact semantics."
uml-transcoder,4.8,5,4,6,4,5,"AI converts code↔UML↔image through a structured JSON intermediate ('.RohanUML format preserves that structured model'), giving it conversion-authorship of the model artifact. The visual editor supports 'relationship correction and dynamic layout', but no evidence that AI itself iterates on the existing model, so mutation is moderate. Generated code and reverse-engineered UML need compilation and domain review; delivery is exportable diagrams/code."
claude-eda,4.0,3,3,5,5,4,"claude-eda is scaffolding/infrastructure: it 'assembles constraints skills agents and MCP servers' so an external agent can work in a KiCad workspace; the product itself does not create the design. KiCad files and constraint documents remain source and ERC/DRC results are evidence, so the durable artifact is real but AI mutation happens through the external agent bridge. Delivery reaches manufacturing handoff. As a bridge/orchestration project authority and mutation stay low per the rating rules."
fanbox,4.2,3,3,6,5,4,"FanBox is a coordination cockpit: 'files remain authoritative while a desktop shell brings previews diffs terminals snapshots and resumable... sessions into one visual cockpit'. It does not author or directly mutate the design (agents do, through scoped file ops and embedded sessions), so authority/mutation are low. The durable artifact is the local workspace and Git state; user resumes agent sessions and previews/rolls back changes, a semi-automatic loop ending in a working workspace rather than a published result."
ai-app-builder-abdul,6.8,7,7,8,6,6,"The model writes project files from chat tool calls into a Supabase schema separating projects/files/messages/versions; restore 'resolves the chosen version and writes its snapshot back into the current project', and Monaco and the agent operate on the same file model — AI and human co-edit one durable artifact. WebContainer runs and ZIP export deliver the work. Transactional recovery across running runtime/chat/deployment is unproven, slightly capping delivery."
ai-react-component-generator-amit,4.2,6,3,4,4,4,"Natural language goes through a Spring service to an anonymous JSX component rendered live by react-live ('user can correct source and see the same state projected without another model call'). AI authors the component but mutation is manual only — no AI iteration; there is no project store, dependency graph or deployment protocol, so the artifact and delivery are bounded to a single component session."
react-ai-component-builder-synytsin,4.2,6,3,4,4,4,"Gemini is constrained to return a named component plus render call and react-live renders the cleaned string with error reporting; the page owns 'prompt, source, copy operation and code/preview mode' with no persistent projects or historical variants. AI authors the component source; mutation and persistence are absent beyond the current editor state, so artifact/delivery stay at component-session level."
agent-canvas-randomvibecoder,3.6,6,3,3,4,2,"The model returns Matplotlib-oriented Python that the server executes to produce a plotted visual whose element geometry becomes editable Fabric.js objects — AI authors the drawing. Human manipulation updates the same in-process canvas record, but there is no evidence the AI can re-edit the existing canvas after generation. Canvas and chat state live in a Python dictionary and 'restarting the server clears both', so there is no durable artifact and no publish/delivery layer."
donkeywork-agents,5.6,5,5,7,5,6,"A visual React Flow graph persists ReactFlowData and NodeConfigurations in PostgreSQL as a capability-attachment contract that is hydrated into an execution contract for Orleans actors to run model conversations. The design (agent composition) is human-built in the canvas, but the platform persists it durably and executes it across providers. The graph is not the whole platform state (credentials/MCP/history live outside it), so design is a governed persisted composition rather than a portable artifact."
buildify-pragya,4.6,6,3,5,4,5,"Gemini is asked for HTML/CSS/JS and each response is written into a generated workspace, creating an inspectable multi-file artifact. There are 'no durable database versions or conversational modification', so the AI cannot modify the existing generated work and the current directory is authority. The browser previews and the backend packages the three files as a ZIP — a portable delivery endpoint but a thin correction/persistence model."
uitiful,6.4,7,6,7,6,6,"Core is 'prompt-to-interface generation semantic HTML visual refinement persistent private canvas' with local agents (Claude Code, Codex, Cursor, Antigravity) connecting to the workspace — AI authors interfaces and the product describes a continuous 'prompt inspect refine connect ship' loop on a persistent canvas. Web delivery is current while native iOS/Android and parts of Figma are staged early-access/roadmap. The implementation data model is not public, capping mutation/delivery evidence."
design-system-docs-generator,4.2,5,3,5,4,4,"The Figma plugin drafts usage guidance from the selected component's native metadata (description, properties, variants, styles) into editable documentation on the canvas, and the maker frames output as a starting point — AI authors guidance text, not the design itself. Public evidence shows no automatic dependency tracking after component changes, no diff between regenerated drafts, and no stable export format, so AI mutation and delivery are unproven; human correction is part of the loop."
buildev-isjunrod,6.8,7,7,8,6,6,"The scene graph is the canonical model: 'AI generation, screenshot reverse-engineering, manual property changes, responsive variants and React/Tailwind export all pass through a structured visual model', and AI/reverse-UI routes 'must return data that can enter the same model rather than bypassing it'. Nodes carry identity, props, styles, tokens and interactions, giving AI and human a shared durable structured artifact. Export and responsive preview deliver results; no server-backed version ledger is evidenced, capping recovery."
appiav2,7.0,7,7,8,6,7,"Retains Bolt's generated-file protocol (structured artifact/file actions) but manages a real project: users build web or React Native artifacts, inspect/edit files, run WebContainer/Expo projections, reopen saved projects, and deploy. Project code/file maps/chat history persist in PostgreSQL and the Vercel deploy route converts the accepted file map into a deployment and persists the release URL — generation, correction, recovery and delivery share one project authority. No immutable version graph is evidenced."
velocity-ai-coder,4.4,6,3,6,4,3,"A direct client-to-model request returns a JSON file map stored on-device (AsyncStorage/Expo document directory); the editor 'reads and displays files but does not write manual edits back, so the generated map... is authoritative'. AI authors a real local artifact but neither the AI nor the user can modify the persisted map through the app, and the sandbox/deploy paths are fabricated stubs ('builds a successful-looking URL... without making a provider request'). Delivery is inspection/export scaffolding plus a separately hosted URL."
brilliant-design,7.8,8,8,9,7,7,"The built-in BYOK agent reads the current file and selection and 'runs the same create property layout component search and export commands available to the application', producing native frames/text/vectors/components/styles on a plain-text YAML .design artifact that autosaves to disk; per-canvas undo includes AI operations and Git supplies durable versions and branches. Human and AI co-edit the same authoritative file with a design-system source/generated layer. Delivery spans SVG/PDF/HTML/React/video exports plus Figma round-trip; desktop implementation is closed, so command/validation internals are architecture-level."
designpro,5.8,6,6,6,6,5,"A single-file product where an AutoGPT-style assistant 'turns intent into a plan and editor actions' against a layer model with undo/redo; JSON is the recoverable project representation while PNG/JPG/SVG are delivery projections. The assistant mutates the canvas layer model through editor actions (AI mutation exists), but the loop is a small local canvas with no server-side account or collaboration; delivery is image/JSON export only."
nlj-platform,6.0,6,6,7,5,6,"Claude drafts and extracts from source material in Content Studio while automated tags/knowledge signals 'can be reviewed, approved, or overridden instead of silently becoming curriculum truth' — AI authors instructional content but humans gate it through version/approval workflows. The React Flow graph models learning behavior and PostgreSQL persists projects and xAPI events, with publishing and analytics in one loop. Pedagogical quality/compliance remain human judgment."
emdash-skills,7.0,7,7,7,6,8,"A one-line SaaS/site request is routed through brief, research, architecture, build, design system, motion, media, quality and deployment, where 'parallel build and verify agents operate the consuming repository' and Playwright screenshots, vision review, Lighthouse, axe, SEO and console checks form release evidence before deploying to Cloudflare and verifying the live result. This is an end-to-end automated delivery loop on a persisted repository, with gates standing in for human review."
xca-agent,5.8,7,6,7,5,4,"A planner turns the request into pages/data models/auth/integrations, a deterministic scaffolder creates the file graph, and 'the coder asks routed models to rewrite files one at a time' while persisting spec and per-file rows after every stage with checkpoint restore APIs. AI authors and mutates the durable PostgreSQL-backed project, but the preview is a static-analysis stub and GitHub/Railway publication return 501 stubs; delivery is a ZIP of database-authoritative files. Monaco edits are ephemeral local-only, so manual edits do not share authority."
tempad-dev,2.8,2,2,4,3,3,"TemPad Dev is a read-only bridge: it 'turns a selected Figma node into implementation-grade semantic context' (semantic tree, screenshots, assets, variables, tokens under a context-budget preflight) and 'the reviewed toolset is read-only with respect to the Figma document'. It does not write the design and cannot mutate Figma; the intermediate representation only grounds code that an external agent writes, so it is design-to-code infrastructure rather than a design author. No delivery beyond grounding downstream coding."
intellidraw,6.2,7,5,7,6,6,"Natural-language prompts, uploaded diagrams/images, PDFs and documents 'can become editable draw.io content' through more than a dozen provider integrations, giving AI conversion-authorship of a normal inspectable canvas. Yjs-backed shared state and team spaces make the content collaboratively editable, but no evidence shows the AI itself iterating on existing drawings after generation; recognition of images/PDFs carries provenance risk. Exported draw.io documents are the portable recovery boundary."
monogatari,6.6,6,6,8,6,7,"A generative model writes NPC dialogue while 'deterministic rules validate those proposals and choose transitions', so AI authors visible narrative content inside a governed state machine; the visual editor and MCP server 'mutate the same content graph through preconditioned transactions'. The project graph (settings.json with characters, scenes, roles, etc.) is durable and portable via .monogatari import/export with SHA-256 manifests, and executable quality suites make routes replayable. Authority is deliberately partial (route/ending withheld from the model)."
comfyui,5.6,4,5,8,5,6,"ComfyUI is the workflow host: its design artifact is a directed node graph that 'remains visible and rewritable instead of collapsing into a single generation request', with blueprint JSON and subgraphs preserving reusable wiring. Authority over the design rests with the workflow author (human builds the graph; models run inside it), and AI-generated outputs are run results rather than graph mutations. The graph and referenced environment are the durable, editable, reusable authority, delivering images/video/audio/3D outputs."
kicad-copilot,6.8,7,7,7,6,7,"An agent server for 'creating and changing hierarchical schematics and PCB layouts' with native schematic/PCB writers, where the PCB workflow creates a preview and layout_id the user reviews 'before the stored proposal may be applied' — AI authors and directly mutates saved KiCad files (the authoritative artifact) with recoverable checkpoints. Final ERC/DRC is delegated to kicad-cli, delivering validated, exportable boards. Human review gates placement proposals."
dcc-ui-qt-actions,2.6,2,3,2,3,3,"An installable correction layer that lets an agent click matched widgets, trigger QActions, set values and process host event loops in legacy PySide/PyQt tools, with a screenshot of the exact widget after a change as visual return evidence. It does not author design and holds no persistent design artifact (screenshots are evidence only); it is a bridge enabling an ordinary UI-correction loop in tools that otherwise lack an agent-friendly API. Authority/artifact stay low per the bridge rule."
mermalaid,6.6,7,7,7,6,6,"MCP surface can 'get the current source, set revised source, and request a render', so an external agent addresses the live editor and directly mutates the open diagram source; AI syntax fixes repair malformed Mermaid. Mermaid text remains the authoritative, portable artifact with file/local-storage persistence, but 'repair is bounded by review' and the setter lacks evidence of conflict control or semantic validation, so human_loop/authority are capped."
sci-figure,6.6,7,6,7,6,7,"The skill directs the agent to 'creating, revising, auditing and exporting' figures with one authoritative plotting backend, so AI authors and iterates the figure from source data; 'the plotting script and source data are the reproducible authority' with editable-text SVG/PDF and raster TIFF/PNG delivery. Execution quality depends on external libraries/fonts and data, so authority is constrained; revision is replot-based rather than element-level mutation."
dreamina,7.4,7,8,8,6,8,"Generation feeds a 'layered shared canvas' where users arrange layers and continue with 'generative edits such as expansion, removal or restyling', i.e. AI directly mutates existing canvas content. 'Canvas layers are the editable authority before export' with account workspace, reusable layouts and video timeline state; delivery is downloaded images and rendered video. Human still drives composition/layer control, capping authority and human_loop."
prompt2ui-sully,5.8,7,6,5,6,5,"Claude streams a tagged artifact under a 'full-content replacement contract' and the streamed content is promoted into the workspace, so AI authors and can replace the component; React source in editor state is 'the live authority' and both AI content and human edits compile into the preview. But the artifact is session-scoped ('no database, file export, version graph or reopen path') and delivery is preview-only, so artifact/delivery are penalized."
kiclaw,5.6,4,6,7,6,5,"KiClaw is a file-first MCP server for safe KiCad iteration: it 'permits constrained edits, invokes KiCad's own checks and returns a post-mutation diff and evidence', so AI mutates the persistent KiCad project with snapshots and evidence. As infrastructure it does not author the design itself (authority capped), the guarded loop leaves 'electrical intent and final fabrication approval outside the server' (delivery capped), and the companion skill decides when to inspect/mutate/verify/stop."
frame-bucket,6.4,6,7,7,5,7,"Anthropic generates archived HTML artifacts, but a human-authored taxonomy constrains recommendation and the user assembles/alters the recipe before generation, keeping an 'explicit decision boundary'; iteration 'creates lineage rather than overwrite' and derives subpages from a design contract. Archived artifacts, site/page rows and retained artifact lineage give durable persistence, though the human decision boundary keeps human_loop involvement relatively high."
visual-agent-builder-amrsaeed,4.0,3,2,7,3,5,"The workspace persists agent graphs in SQLite ('database.py enforces project-scoped foreign keys') with version restoration, a genuinely durable structured artifact. But the dossier shows no AI authoring or AI mutation of the graph - the user manually composes nodes/edges in Streamlit - and the generic graph-to-runtime path is unevenly implemented ('runtime breadth is uneven'), so authority, mutation, human_loop and delivery are low."
vision-ai-vishnu,4.8,7,1,4,6,6,"GPT-4o is prompted for 'HTML CSS JavaScript and metadata' and parsed into a combined document, so AI authors the whole site in one pass. There is no post-generation edit path (one-shot: 'no saved project authority is established', projects page is a hard-coded array), and the result lives in session state until exported via Blob/ZIP download; artifact and mutation are therefore low."
opencode-flow,3.8,3,3,6,3,4,"The archived workspace stores a planning graph in SQLite ('node and edge tables'), a durable structured artifact, but the canvas 'change handlers do not POST those direct edits back' and the graph is 'not traversed to run an agent'; planning edges never compile into an execution schedule. AI coding happens via separate OpenCode sessions, while the visual design canvas is user-driven with an unfinished edit-save loop, so authority/mutation/human_loop/delivery are all weak."
ai-website-generator-gokulbits,4.2,7,1,3,6,4,"A local Llama 3 model 'asks for a JSON object containing HTML, CSS and JavaScript', so AI authors the site; but the raw message is parsed into a sandbox iframe with 'no export, correction or recovery path' and the result 'exists only for the page session'. Mutation is one-shot, artifact is transient session state, and delivery is preview-only."
kicad-pcba-engineering-skills,6.2,5,6,7,6,7,"The ten-skill suite routes schematic/PCB/library/repair/release work so the agent iterates on real KiCad projects, and the PowerShell wrapper runs official ERC/DRC, parity and zone checks and exports manufacturing files with a machine-readable manifest. Release readiness is an evidence gate ('NOT_READY_FOR_PCBA_UPLOAD' until verified), so delivery to fabrication is strong; as a skill/CLI tooling line the AI's design authority is bounded by external board-house specs."
sitegen-ai-mohamad,5.6,7,4,5,6,6,"Gemini is instructed to return body-suitable Tailwind/Flowbite HTML that the workspace displays and packages as a downloadable HTML file, so AI authors the page from the sidebar conversation. Follow-up changes come through new prompts and replace the current HTML rather than editing a structured graph ('does not establish a versioned source tree'), and prompt history is not shown to be a revision lineage, capping mutation/artifact."
shape,7.2,7,8,8,6,7,"Shape's design source map 'records exact character spans for scrubbable CSS and Tailwind values and rewrites only the selected span', and the design agent writes files to the filesystem with Keep/Undo decisions against a session baseline, so AI directly mutates the authoritative repository source. AI Visual previews are sandboxed and reviewed before mutation ('reviewing agent edits'), Git remains durable history, and the visual tools never introduce a second design document."
gemini-notebook,7.0,7,7,8,6,7,"The hosted service generates the deck from notebook sources with user-chosen format/length/audience; per-slide instructions group into 'Pending Changes' and 'generating the revision creates an entirely new deck' with previously generated decks loadable, so the hosted deck is a durable working authority the AI revises. PDF/PowerPoint are explicit delivery copies, and the user stages/reviews revisions, keeping human_loop moderate."
kiskill,6.4,5,7,7,6,7,"The kx engine 'reads, edits, renders, verifies and fabricates schematics and boards through a session state machine' with byte-stable source handling, so AI performs direct edits on authoritative KiCad files and nothing saves before geometric review. Fabrication produces grouped BOM/placement/Gerber only after review; as a skills/engine tooling line the design authority is bounded by pinned tooling and external optional services."
specula-bos,2.6,2,1,5,2,3,"Specula BOS is an open product/governance architecture ('seven system layers, five-domain memory architecture, workshop protocols') with the Brand Governance Playbook template as the durable handoff, so it is documented/artifactual but not a design runtime; the repository 'explicitly withholds' AI configurations, prompt libraries and implemented JSON memory schemas. AI onboarding exists but 'without granting it final authority', and there is no implementation or mutation loop - no evidence of AI creating design work."
