slug,product,organization,evidence_depth,lifecycle,bucket
uxcanvas,UXCanvas.ai,uxcanvas-ui-agent,architecture,active,active
uxscii,UXSCII,trabian-uxscii,source,active,active
varbase-ai-figma,Varbase AI Figma,vardot-figma-canvas,source,active,active
vberai-studio,VberAI Studio,vberai-game-design,architecture,active,active
vcad,vCAD,ecto-vcad,source,active,active
velocity,Velocity,optimilabs-velocity,source,active,active
velocity-ai-coder,Velocity AI Coder,velocity-ai-coder-dr-week,source,active,active
ventura-startup-analyzer,Ventura Startup Analyzer,ventura-startup-analyzer-team,source,active,active
vercel-v0,v0,vercel-v0,architecture,active,active
vercel-workflow-builder-template,Vercel AI Workflow Builder Template,vercel-workflow-builder-template,source,active,active
verilog-ide,Verilog IDE,sanjay-verilog-ide,source,active,active
vextra-mcp,Vextra MCP,kcaitech-vextra-mcp,source,active,active
vibe-automation,Vibe Automation Studio,vibe-automation-team,source,active,active
vibe-code-suite,Vibe Coding Suite,vibe-code-suite,source,active,active
vibe-coder-bluebot,Vibe Coder by bluebot-609,vibe-coder-bluebot,source,active,active
vibe-coding-platform-lwshakib,Vibe Coding Platform by lwshakib,lwshakib-vibe-platform,source,active,active
vibe-design-system-starter,Vibe Design System Starter,airu-vibe-design-system,source,active,active
vibe-mermaid,Vibe Mermaid Editor,huang-vibe-mermaid,source,active,active
vibe-workflow,Vibe Workflow,muapi-vibe-workflow,source,active,active
vibecodeai,VibecodeAI,vibecodeai-arpon,source,active,active
vibecoder-dublyo,VibeCoder by Dublyo,vibecoder-dublyo,source,active,active
vibecoding-a-website,VibeCoding a Website,mark-hinkle-vibecoding,source,active,active
vibesdk-mvp,VibeSDK MVP,stefan-vibesdk,source,active,active
vibeui-faraz,VibeUI by Farazkhan542,faraz-vibeui,source,active,active
vibra-code,Vibra Code,sehind-vibra-code,source,active,active
video-shotcraft,Video Shotcraft,yihao-video-shotcraft,source,active,active
videococo,VideoCoCo,li-videococo,source,active,active
vidova,Vidova,deepshot-vidova,architecture,active,active
virtuoso-bridge-lite,Virtuoso Bridge Lite,arcadia-virtuoso-bridge,source,active,active
viscanvas,VisCanvas,viscanvas-asu,source,active,active
vision-ai-vishnu,VISION.AI by Vishnu Prahalathan,vishnu-vision-ai,source,active,active
visionary-claude,Visionary for Claude Code,git-webb-visionary,source,active,active
visk,Visk,visk-powerpoint-engine,architecture,active,active
viso-mcp,Viso MCP,fawisi-viso,source,active,active
visual-agent-builder-amrsaeed,AI Tutors Hub Visual Agent Builder,amrsaeed-ai-tutors,source,active,active
visual-agent-builder-brahim,Visual Agent Builder by Brahim Abdelbeki,brahim-visual-builder,source,active,active
visual-agent-builder-reedrich12,Visual Agent Builder by Reed Richardson,reed-richardson-visual-agent-builder,source,active,active
visual-agent-builder-studentfrederick,Visual Agent Builder by Freek van den Bosch,freek-van-den-bosch-visual-agent-builder,source,active,active
visual-agent-designer,Visual Agent Designer,zullllkar-vad,source,active,active
visual-authoring,Visual Authoring,vibeworkers-visual-authoring,source,active,active
visual-diagram-editor-rzabolotin,Visual Diagram Editor by Roman Zabolotin,visual-diagram-editor-rzabolotin-team,source,active,active
voice-agent-platform-yumikoood,Voice Agent Platform by YumikoooD,yumikoood-voice-agent-platform,source,active,active
voice-ai-workflow-builder,Voice AI Workflow Builder,quantai-workflow-builder,source,active,active
voiceblox,Voiceblox,okanaganrusty-voiceblox,source,active,active
voxelsite,VoxelSite,nowsquare-voxelsite,source,active,active
wafiq-ai-workflow-generator,AI Workflow Generator by Wafiq,wafiq-workflow-generator,source,active,active
wallbit-workflows,Wallbit Workflows,jeremyjsx-wallbit-workflows,source,active,active
wam-studio,WAM Diagram Editor,wam-studio-team,source,active,active
webagent-ragul,WebAgent,ragul-webagent,source,active,active
webai-sparsh,WebAI by Sparsh Joshi,sparsh-webai,source,active,active
webbuild-arpitt,WebBuild by Arpit Tiwari,arpit-webbuild,source,active,active
webcraft-ai-siddharth,WebCraft AI by Siddharth Kumar Rai,siddharth-webcraft-ai,source,active,active
webflow-project-template,Webflow Project Template,samuel-webflow-template,source,active,active
webly,WebLy,webly-product,source,active,active
webnode,WebNode Framework,webnode-team,source,active,active
webora-josiah,Webora by JOSIAHTHEPROGRAMMER,josiah-webora,source,active,active
websim,Websim,websim-simulated-web,architecture,active,active
website-builder-agent-peter,Website Builder Agent by peter890176,peter-builder-agent,source,active,active
websitebuilder-susmita,AI-Powered Website Generator by Susmita Dey,susmita-websitebuilder,source,active,active
webstew-ai,Webstew AI,sgk-webstew,source,active,active
webstudio-mcp,Webstudio MCP,densrt-webstudio-mcp,source,active,active
werilog,Werilog,werilog-team,source,active,active
whipui,WhipUI,whipui-router,source,active,active
whiteport-design-studio,Whiteport Design Studio,bmad-whiteport-design-studio,source,active,active
windframe,Windframe,windframe-tailwind-builder,architecture,active,active
wix-harmony,Wix Harmony,wix-harmony,architecture,active,active
wordpress-ai-builder-apex,ApexNeural AI Website Builder for WordPress,apex-wordpress-builder,source,active,active
work-with-design-systems,work-with-design-systems,natdex-design-systems,source,active,active
workflowai-dresar,WorkflowAI by Dresar,dresar-workflowai,source,active,active
workflowos,WorkflowOS,production-ai-institute-workflowos,source,active,active
workshop-buddy,Workshop Buddy,microsoft-workshop-buddy,source,active,active
worried-presenter,Worried Presenter,worried-presenter-plugin,architecture,active,active
wrenai,WrenAI,canner-wrenai,source,active,active
writerflow,WriterFlow,pruthviraj-writerflow,source,active,active
wzrdflow,WZRDFLOW,five-dee-wzrdflow,source,active,active
x-fluxagent,X-FluxAgent,x-fluxagent-team,source,active,active
xca-agent,XCA Agent,xca-agent,source,active,active
xsharko-ai,XSharko AI,tamim-xsharko,source,active,active
yank-note,Yank Note,purocean-yank-note,source,active,active
yellow-machine,Yellow Machine,yellow-machine-product,source,active,active
youware,YouWare,youware-app-builder,architecture,active,active
yuv-ai-creative-skills,YUV.AI Creative Skills,yuv-ai-creative-stack,source,active,active
yuzudraw,YuzuDraw,yuzudraw-team,source,active,active
zaptrace,ZapTrace,osman-zaptrace,source,active,active
zcad,zCAD / Zixel 3D CAD,zixel-zcad,architecture,active,active
zephyr-framework,Zephyr Framework,zephyr-agent-ui,source,active,active
zero-build-slides,Zero-Build Slides,decocms-zero-build-slides,source,active,active
zeronode,ZeroNode,zeronode-team,source,active,active
zinloop,Zinloop,zinloop-system-canvas,architecture,active,active
zoea,Zoea,zoea-desktop-agent,architecture,active,active
zukai,Zukai,zukai-team,source,active,active
a0-component-studio,a0 AI Component Studio,a0-component-studio-product,source,active-transition,active
a2ui,A2UI,a2ui-protocol,source,active-transition,active
addercad,AdderCAD,adder-labs-addercad,architecture,active-transition,active
adobe-firefly-creative-agent,Adobe Firefly Creative Agent,adobe-firefly-creative-agent,architecture,active-transition,active
agent-game-forge,Agent Game Forge,zero-x-funky-agent-game-forge,source,active-transition,active
agentforge,AgentForge,lanekingkong-agentforge,source,active-transition,active
agentforge-winka-alcel,AgentForge by winka-alcel,winka-alcel-agentforge,source,active-transition,active
agentic-design-canvas,Agentic Design Canvas,moonslicer-agentic-design-canvas,source,active-transition,active
agentic-ui-design-poc,Agentic UI Design Workflow POC,ramadhani-agentic-ui,source,active-transition,active
agenticbuilder-showjihyun,AgenticBuilder by showjihyun,showjihyun-agenticbuilder,source,active-transition,active
ai-canvas-desktop,AI Canvas Desktop,nick-chadwick-ai-canvas,source,active-transition,active
ai-canvas-studio,AI Canvas Studio,an-pham-ai-canvas-studio,source,active-transition,active
ai-cms,AI CMS,saksham-ai-cms,source,active-transition,active
ai-component-builder-sfyr,AI-Powered UI Component Generator by Ryan,sfyr-component-builder,source,active-transition,active
ai-design-workspace-catalog,AI Design Workspace,cao-catalog-workspace,source,active-transition,active
ai-frontend-generator-arijeet,AI Frontend Generator by Arijeet Priyadarshi,arijeet-ai-frontend-generator,source,active-transition,active
ai-landing-page-builder-ali-tamer,AI Landing Page Builder by Ali Tamer,ali-tamer-landing-builder,source,active-transition,active
ai-landing-page-studio,AI Landing Page Studio,aditya-dwi-putra-landing-studio,source,active-transition,active
ai-module-generator-sawan,AI Module Generator by Sawan Kumar,sawan-ai-module-generator,source,active-transition,active
ai-react-component-generator-amit,AI React Component Generator by Amit Nandan,amit-ai-react-component-generator,source,active-transition,active
ai-revit-family-maker,AI Revit Family Maker,blueray-revit-family,source,active-transition,active
ai-slide-editor,AI Slide Editor,strgfjojo-ai-slide-editor,source,active-transition,active
ai-ui-builder-beingshappy,AI UI Builder by beingshappy,beingshappy-ai-ui-builder,source,active-transition,active
ai-ui-builder-kiryuchi,AI-Powered UI Builder by kiryuchi10,kiryuchi-ui-builder,source,active-transition,active
ai-ui-builder-sharadpatil,AI UI Builder by Sharad Patil,sharad-patil-ai-ui-builder,source,active-transition,active
ai-ui-generator-kahab,AI UI Generator by Mohammed Kahab,kahab-ai-ui-generator,source,active-transition,active
ai-web-app-builder-mazzyy,AI Web App Builder by Abdul Musawar,mazzyy-ai-web-app-builder,source,active-transition,active
ai-webpage-generator-pavan,AI Webpage Generator by Pavan Kumar,pavan-kumar-ai-webpage-generator,source,active-transition,active
ai-website-generator-aifeifei,AI Website Generator by aifeifei798,aifeifei-ai-website,source,active-transition,active
ai-website-generator-shrik4,AI Website Generator by shrik4,shrik4-ai-website,source,active-transition,active
ai-website-generator-shubh,AI Website Generator by shubharthaksangharsha,shubh-ai-website,source,active-transition,active
ai-workflow-builder-nids12,AI Workflow Builder by Nidhi Sarda,nids12-ai-workflow-builder,source,active-transition,active
ai-workflow-builder-sneha-chaurasia,AI Workflow Builder by Sneha Chaurasia,sneha-chaurasia-workflow-builder,source,active-transition,active
ai-workflow-builder-subham-mohanta,AI Workflow Builder by Subham Mohanta,subham-mohanta-workflow-builder,source,active-transition,active
ai-workflow-tim-wijma,AI Workflow Builder by Tim Wijma,tim-wijma-ai-workflow,source,active-transition,active
airship,Airship,nayan-airship,source,active-transition,active
aiwebgenerator-kuroda,AIWebGenerator by Kuroda Kayn,aiwebgenerator-product,source,active-transition,active
alwaysblue,AlwaysBlue,rashed-hasan-alwaysblue,source,active-transition,active
apo,Apo,shaurya-apo,source,active-transition,active
app-club-design,App Club Design,munonzito-app-club-design,source,active-transition,active
archgen,ArchGen,archgen-industrial,architecture,active-transition,active
atomic-component-generator,Atomic Component Generator,alexander-burgos-atomic-component-generator,architecture,active-transition,active
aura-ai-workflow-builder,Aura AI Workflow Builder,surabhi2408-aura,source,active-transition,active
author-autograph,Author,autograph-author,source,active-transition,active
autocraft,Autocraft,autocraft-ai-ui-workspace,architecture,active-transition,active
autodesk-flow-studio,Autodesk Flow Studio,autodesk-wonder-flow,architecture,active-transition,active
awesome-design-extractor,Awesome Design Extractor,myoji-awesome-design-extractor,source,active-transition,active
bezi,Bezi,bezi-unity-agent,architecture,active-transition,active
bluestone-ai-jewelry-prototype,BlueStone AI Jewelry Prototype,shivam-bluestone-prototype,source,active-transition,active
brawt,brawt,bernardo-brawt,source,active-transition,active
brokieai,BrokieAI,magicred-brokieai,source,active-transition,active
bunyan,Bunyan,bunyan-home-delivery,architecture,active-transition,active
cad-gpt-cap,CAP / CAD-GPT,blueasuka-cap,source,active-transition,active
cadcursor,CadCursor,cadcursor-physical-ai,architecture,active-transition,active
cadens,Cadens,tofulabai-cadens,architecture,active-transition,active
caliper,Caliper,caliper-code-design,architecture,active-transition,active
canvas-copilot-penpot,Canvas Copilot for Penpot,gede-sudimahendra-canvas-copilot,source,active-transition,active
chatdev,ChatDev 2.0 and DevAll,openbmb-chatdev,source,active-transition,active
chip,CHIP,elleta-chip,source,active-transition,active
chordio-px-bench,Chordio / PX-bench,chordio-product-experience,architecture,active-transition,active
claudesign,Claudesign,claudate-claudesign,source,active-transition,active
cloudmap,CloudMap,cloudmap-team,source,active-transition,active
cofounder,Cofounder,openinterface-cofounder,source,active-transition,active
comfy-in-app-agent,Comfy In-App Agent,comfy-org-in-app-agent,architecture,active-transition,active
contentkit,ContentKit,intersections-contentkit,architecture,active-transition,active
copy-design-cli,Copy Design CLI,lxcong-copy-design-cli,source,active-transition,active
craftflow,CraftFlow,akameredon-craftflow,source,active-transition,active
creai,CreAI,creai-product,source,active-transition,active
curate,Curate,curate-kriti-team,source,active-transition,active
d2-canvas,D2 Canvas,aris-montclair-d2-canvas,source,active-transition,active
dawn-design,Dawn,dawn-multiplayer-design,architecture,active-transition,active
design-md-agent-skill,design.md Agent Skill,jeftar-mascarenhas-design-md,source,active-transition,active
design-md-generator,DESIGN.md Generator,jason-hnd-design-md-generator,source,active-transition,active
design-system-agents,AI Design System Agents,kamil-design-system-agents,source,active-transition,active
design-system-extractor-skill,Design System Extractor Skill,simon-bloom-design-system-extractor,source,active-transition,active
designmd-canvas,DESIGN.md Canvas,christopher-maneu-designmd-canvas,source,active-transition,active
diagramai-nihal,DiagramAI by Nihal,nihal-diagramai,source,active-transition,active
djasha-system,Djasha System,djasha-system,source,active-transition,active
drawtir,Drawtir,rantir-drawtir,source,active-transition,active
enterprise-ai-design-system,Enterprise AI Design System,drai-enterprise-ai-design-system,source,active-transition,active
eostudio,EoStudio,embeddedos-eostudio,source,active-transition,active
faisca,Faísca,faisca-brand-content,architecture,active-transition,active
figma-mcp-write-server,Figma MCP Write Server,olivier-figma-mcp-write-server,source,active-transition,active
figma-to-astro-pipeline,Figma to Astro Pipeline,wyeworks-figma-astro,architecture,active-transition,active
figma-weave,Figma Weave,weavy-figma-weave,architecture,active-transition,active
forgelang,ForgeLang,cloud9ops-forgelang,source,active-transition,active
forgent3d,Forgent3D,forgent3d-desktop-cloud,source,active-transition,active
frappe-studio,Frappe Studio,frappe-studio-team,source,active-transition,active
gemcoder-ai,Gemcoder.AI,gemcoder-app-builder,architecture,active-transition,active
genweb-dhruv,GenWeb by Dhruv Pansuriya,dhruv-pansuriya-genweb,source,active-transition,active
ghost-ai,Ghost AI,javascript-mastery-ghost-ai,source,active-transition,active
grills,Grills,grills-project,source,active-transition,active
hascode-ui,HasCode UI,haslab-hascode-ui,source,active-transition,active
hozo,HOZO,dentsu-hozo,architecture,active-transition,active
hustl3,Hustl3,nisargpatel7042lva-hustl3,source,active-transition,active
image-to-react-iwahid,Image to React Component Converter by Imroz Wahid,iwahid-image-to-react,source,active-transition,active
image-to-shape-safe-svg,Image to Shape-Safe SVG,perpetual-shape-safe,source,active-transition,active
instantsite-ai,InstantSite AI,datta-instant-site,source,active-transition,active
intellibuild,IntelliBuild,upendra-intellibuild,source,active-transition,active
jihan-ai-web-builder,Jihan AI Web Builder,jihan-ai-web-builder,source,active-transition,active
kgents,Kgents,ugo5738-kgents,source,active-transition,active
kleva,Kleva,bamideleo-kleva,source,active-transition,active
komposo,Komposo,copycoder-komposo,architecture,active-transition,active
kyndryl-agent-builder,Kyndryl Consult Agent Builder for Modernization,kyndryl-agent-builder,source,active-transition,active
launchlayer-ai,LaunchLayer AI,lukas-launchlayer-ai,source,active-transition,active
lightlang-workflow-builder,LightLang AI Workflow Builder,reasonmethis-lightlang,source,active-transition,active
mantis-cad,MANTIS CAD,mantis-agent-first-cad,architecture,active-transition,active
mercer-fashion,Mercer,mercer-cala-fashion,architecture,active-transition,active
microsoft-designer,Microsoft Designer,microsoft-designer,architecture,active-transition,active
modelweave,ModelWeave,serhii-sotskyi-modelweave,source,active-transition,active
nanocanvas,NanoCanvas,an-hoang-vo-nanocanvas,source,active-transition,active
nextflow-richa-sharma,NextFlow by Richa Sharma,richa-sharma-nextflow,source,active-transition,active
nightghost-design-agent,design-agent by NightGhost,nightghost-visual-design-agent,source,active-transition,active
niki,Niki,niki-agent-canvas,architecture,active-transition,active
penpot-mcp-server,Penpot MCP Server,zcube-penpot-mcp-server,source,active-transition,active
penpot-skills,Penpot Skills,juan-de-la-cruz-penpot-skills,source,active-transition,active
picasso,Picasso,viperr-picasso,source,active-transition,active
pixello,Pixello,pixello-code-native-canvas,architecture,active-transition,active
pptagent,PPTAgent / DeepPresenter,pptagent-deeppresenter,source,active-transition,active
pptcraft,PPTCraft,pptcraft-preview,architecture,active-transition,active
prd-to-ui-automation-agent,PRD to UI Automation Agent,loinz-prd-ui,source,active-transition,active
presentation-builder,Presentation Builder,zane-cole-presentation-builder,source,active-transition,active
prism-prompt-to-ui,PRISM,trillion6-prism,source,active-transition,active
program-ui,Program UI,program-ui-token-system,architecture,active-transition,active
quby-weave,Quby Weave,qb-weave-ui-studio,architecture,active-transition,active
quill-design,Quill,michael-hirst-quill,source,active-transition,active
qwen3-coder-webdev-ethan,Qwen3 Coder WebDev by Ethan Ng,ethan-qwen3-webdev,source,active-transition,active
rocket-new,Rocket.new,dhiwise-rocket-app-builder,architecture,active-transition,active
rtl-claw,RTL-CLAW,tongji-rtl-claw,source,active-transition,active
sand-canvas,Sand,kno-raziel-sand,source,active-transition,active
silex,Silex Desktop AI,silex-desktop,source,active-transition,active
smart-canvas,Smart Canvas,suzam26-smart-canvas,source,active-transition,active
spicexplorer,SpiceXplorer,macanalog-spicexplorer,source,active-transition,active
storybook-assistant,Storybook Assistant,flight505-storybook-assistant,source,active-transition,active
storyflow-ai-canvas,StoryFlow AI Canvas,luanluan-storyflow-ai-canvas,source,active-transition,active
sutradhar-ai,Sutradhar AI,team-yurei-sutradhar,source,active-transition,active
symxplorer,SymXplorer,macanalog-symxplorer,source,active-transition,active
syncpoint,SyncPoint,axis-labs-syncpoint,architecture,active-transition,active
tapcanvas,TapCanvas,tapcanvas-native-ui-agent,architecture,active-transition,active
tempo,Tempo,tempo-labs,architecture,active-transition,active
text2diagram,DiagramAI / text2diagram,ad1tyad-text2diagram,source,active-transition,active
tokenignite,TokenIgnite,nico-brinkschroder-tokenignite,architecture,active-transition,active
ui-builder-julianshen,AI UI Builder by Julian Shen,julian-ui-builder,source,active-transition,active
uicanvas,UICanvas,markvely-uicanvas,source,active-transition,active
uitiful,Uitiful,uitiful-cross-platform-ai-design,architecture,active-transition,active
unity-ai-tools,Unity AI tools,unity-editor-ai,architecture,active-transition,active
verxa-ai,VERXA AI,cephas-verxa,source,active-transition,active
vibe-otter-lite,Vibe Otter Lite,vibeotter-lite,source,active-transition,active
visdiff,Visdiff,visdiff-agent-convergence,architecture,active-transition,active
we0,We0.ai,we0-multi-agent-sites,source,active-transition,active
web-to-design-md,web-to-design-md,paidax-web-to-design-md,source,active-transition,active
webai-new,webAi.new,webai-new-product,source,active-transition,active
webapp-ai-ui-builder,WebApp AI UI Builder,webapp-ai-ui-builder-product,source,active-transition,active
webcraft,WebCraft,webcraft-kriti-team,source,active-transition,active
webcraft-krish,WebCraft AI by Krish Anand,webcraft-krish-product,source,active-transition,active
webflow-ai,Webflow AI,webflow,architecture,active-transition,active
webgalaxy,WebGalaxy,webgalaxy-kriti-team,source,active-transition,active
webora,Webora,keenoy-webora,source,active-transition,active
wonder,Wonder,wonder-code-design-canvas,architecture,active-transition,active
ai-component-builder-bamerf,AI Component Builder by Bamdad Erfanian,bamerf-component-builder,source,historical,archived
ai-frontend-generator-marcelorl,AI Frontend Generator by Marcelo Lima,marcelo-lima-ai-frontend-generator,source,historical,archived
ai-frontend-generator-metamil,AI Frontend Generator by Tamil Selvan,tamil-selvan-ai-frontend-generator,source,historical,archived
ai-ui-components-generator-thegreatbonnie,AI-Powered UI Components Generator,thegreatbonnie-ui-components,source,historical,archived
ai-voice-page-builder-graeber,AI Voice Page Builder,graeber-voice-page-builder,source,historical,archived
ai-website-generator-louvivien,AI Website Generator by Louvivien,louvivien-ai-website,source,historical,archived
ai2ui-component-generator,AI2UI Component Generator,yuval-ai2ui,source,historical,archived
co-design-canvas,Co-Design Canvas,utopia5327-codesign,source,historical,archived
codecooks,CodeCooks,codecooks-product,source,historical,archived
delft-ai-toolkit,Delft AI Toolkit,pvanallen-delft-ai-toolkit,source,historical,archived
diagram,Diagram,diagram-technologies,architecture,historical,archived
galileo-ai,Galileo AI,galileo-ai,architecture,historical,archived
gpt4-landing-page-creator-renzo,GPT-4 Landing Page Creator,renzo-gpt4-landing-page-creator,source,historical,archived
inescop-footwear,INESCOP footwear prototype,aigen4fashion-footwear,architecture,historical,archived
motiff,Motiff,motiff,architecture,historical,archived
musho,Musho,musho-figma-assistant,architecture,historical,archived
opencode-flow,OpenCode Flow,igor-warzocha-opencode-flow,source,historical,archived
project-threejs-ai,project_threejs_ai,project-threejs-ai-product,source,historical,archived
text-to-website-rahul,TextToWebsite,rahul-amlekar-text-to-website,source,historical,archived
vibma,Vibma,ufira-vibma,source,historical,archived
web-page-generator-natalie,Web Page Generator by Natalie Basille,natalie-basille-web-page-generator,source,historical,archived
website-that-builds-itself,Website That Builds Itself,echohive-self-building-site,source,historical,archived
windsurf,Windsurf,codeium-windsurf,architecture,historical,archived
zigma,Zigma,zigma-nextui-design-systems,architecture,historical,archived
firebase-studio,Firebase Studio,firebase-studio,architecture,sunsetting,archived
github-spark,GitHub Spark,github-spark,architecture,sunsetting,archived
openai-agent-builder,OpenAI Agent Builder,openai-agentkit,architecture,sunsetting,archived
strands-tools-diagram,Strands Agents Diagram Tool,strands-tools-team,source,sunsetting,archived
