slug,product,organization,product_form,evidence_depth,layer,basis
make-my-website-ai,MakeMyWebsite AI,krishna-sharma,ai-app-site-builder,source,H2,personal/community org (krishna-sharma)
manalkaff-opendesign,OpenDesign by Manal Kaff,manal-kaff,standalone-design-agent,source,H2,personal/community org (manal-kaff)
manim-agent,Manim Explainer Agent,murtazakafka,standalone-design-agent,source,H2,override:开源 agent 管道/API 项目，个人维护。
mantis-cad,MANTIS CAD,mantis-cad,ai-engineering-design-workspace,architecture,H2,pattern
markdown-exporter,Markdown Exporter,bowen-liang,general-agent-visual-tools,source,H2,pattern
markdownflows,MarkdownFlows,dotnetfactory,code-native-visual-ide,source,H2,override:开源桌面 Mermaid 编辑器（Electron），个人维护。
marmo-ui,Marmo UI,marmoui,design-code-bridge,source,H2,pattern
massing,Massing,ibuilder,ai-engineering-design-workspace,source,H2,pattern
master-ai-design-system,Master AI Design System,mohamed-ahmed,general-agent-visual-tools,source,H2,pattern
master-canvas,Master Canvas,sam-wasserman,agent-controllable-canvas,source,H2,pattern
mdma,MDMA,mobile-reality,visual-editor-infrastructure,source,H2,pattern
medpaper-assistant,MedPaper Assistant,tz-ping-gau,agent-platform-design-surface,source,H2,pattern
melaya,Melaya Agent Builder,melaya-labs,agent-platform-design-surface,architecture,H2,pattern
mercer-fashion,Mercer,mercer-design-studio,ai-engineering-design-workspace,architecture,H2,pattern
merchmate,MerchMate AI,syu213,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
mermaid-agent,Mermaid Agent,himanshu-gupta,code-native-visual-ide,source,H2,personal/community org (himanshu-gupta)
mermaid-live-desktop,Mermaid Live Desktop,cagri-catik,code-native-visual-ide,source,H2,personal/community org (cagri-catik)
mermaid-studio-catfox,MermaidStudio by CatFoxVoyager,catfoxvoyager,code-native-visual-ide,source,H2,override:开源双模 Mermaid 编辑环境，个人维护。
mermaid-studio-workers,Mermaid Studio on Workers,wang-yaomin,code-native-visual-ide,source,H2,personal/community org (wang-yaomin)
mermaidgen,MermaidGen,adimaryanto,code-native-visual-ide,source,H2,override:开源示例级应用（Gemini 生成 Mermaid 源码），个人维护。
mermaidgenie,MermaidGenie,hoangsonww,code-native-visual-ide,source,H2,override:开源全栈 Mermaid 工作区（Express/MongoDB），个人维护。
mermalaid,Mermalaid,dario-novoa,code-native-visual-ide,source,H2,personal/community org (dario-novoa)
mermark-editor,MerMark Editor,vesperino,code-native-visual-ide,source,H2,override:开源桌面 Markdown 工作区（Tauri），个人维护。
micracode,Micracode,micracode-maintainers,code-native-visual-ide,source,H2,personal/community org (micracode-maintainers)
milestone-designer,Milestone Designer,multi-threaded,standalone-design-agent,source,H2,personal/community org (multi-threaded)
millwright,Millwright,raylan-lin,ai-engineering-design-workspace,source,H2,pattern
mimic-ai,Mimic AI,mimic-ai,design-code-bridge,source,H2,pattern
mimo-canvas,MimoCanvas,manyar-su,agent-controllable-canvas,source,H2,pattern
mindgraph,MindGraph,wang-cunchi,agent-controllable-canvas,source,H2,pattern
misko-circuits,circuits by Misko,misko,ai-engineering-design-workspace,source,H2,pattern
modelweave,ModelWeave,serhii-sotskyi,agent-platform-design-surface,source,H2,pattern
modernui-maker,ModernUI Maker,om-singh,standalone-design-agent,source,H2,personal/community org (om-singh)
monet,Monet,het-patel,agent-controllable-canvas,source,H2,pattern
monogatari,Monogatari,sakalio-labs,standalone-design-agent,source,H2,personal/community org (sakalio-labs)
morfis,Morfis,university-of-luxembourg,ai-engineering-design-workspace,architecture,H2,pattern
motion-previs-studio,Motion Previs Studio,sam-wasserman,visual-decision-verification-workspace,source,H2,pattern
multi-agent-cad,Multi-Agent CAD,pan-chera,ai-engineering-design-workspace,source,H2,pattern
mydesign-md,MYDESIGN.MD,mydesignmd,design-code-bridge,architecture,H2,pattern
myn8n,MyN8N,ali-ameen,ai-engineering-design-workspace,source,H2,pattern
n8n-ai-workflow-builder-w3jdev,N8N AI Workflow Builder by W3JDev,w3jdev,design-code-bridge,source,H2,pattern
naano-wp-ai-builder,Naano WP AI Website Builder,naano-corp,established-visual-platform,source,H2,personal/community org (naano-corp)
naaviq,Naaviq,chandradot99,ai-engineering-design-workspace,source,H2,pattern
naklikam,Naklikam,tedysek,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
naksha-studio,Naksha Studio,aditya-raj,general-agent-visual-tools,source,H2,pattern
nanadraw,NanaDraw,shannon-science,agent-controllable-canvas,source,H2,pattern
nanocanvas,NanoCanvas,an-hoang-vo,agent-controllable-canvas,source,H2,pattern
nativebot,NativeBot,eason-wang,ai-app-site-builder,source,H2,personal/community org (eason-wang)
nature-figure-studio,Nature Figure Studio,chenyuanfan,standalone-design-agent,source,H2,override:桌面科学绘图工作区应用为主，skill 为附带面，属开源应用。
nemoclaw-game-factory,NemoClaw Game Factory,nv-drollins,ai-app-site-builder,source,H2,personal/community org (nv-drollins)
neo-studio,Neo Studio V2,moodpixel,standalone-design-agent,source,H2,override:开源本地控制层项目（编排 ComfyUI 等后端），个人维护。
nexabuild-aqib,NexaBuild by Aqib Ahmed,aqib-ahmed,standalone-design-agent,source,H2,personal/community org (aqib-ahmed)
next-ai-draw-io,Next AI Draw.io,dayuan-jiang,standalone-design-agent,source,H2,personal/community org (dayuan-jiang)
nextflow-aadithyanas,Nextflow by Aadithyan A.S,aadithyanas,ai-engineering-design-workspace,source,H2,pattern
nextflow-ai-workflow-builder,NextFlow AI Workflow Builder,ak-jaat-007,ai-engineering-design-workspace,source,H2,pattern
nextflow-richa-sharma,NextFlow by Richa Sharma,richa-sharma,agent-platform-design-surface,source,H2,pattern
nightghost-design-agent,design-agent by NightGhost,nightghost4,visual-decision-verification-workspace,source,H2,pattern
nika-character-studio,Nika Character Studio,hi-unikitty,standalone-design-agent,source,H2,personal/community org (hi-unikitty)
niki,Niki,niki,agent-controllable-canvas,architecture,H2,pattern
nimbalyst,Nimbalyst,nimbalyst,agent-controllable-canvas,source,H2,pattern
nlj-platform,NLJ Platform,ken-alba,agent-controllable-canvas,source,H2,pattern
no-code-ai-workflow-codexnever,AI Workflow Builder by Codexnever,codexnever,ai-engineering-design-workspace,source,H2,pattern
node-canvas,Node Canvas,ozoshanniao,agent-controllable-canvas,source,H2,pattern
nodebase-ai-workflow-builder,NodeBase AI Workflow Builder,nikhil-vs1811,ai-engineering-design-workspace,source,H2,pattern
nodemind,NodeMind,kashyapv45,ai-engineering-design-workspace,source,H2,pattern
noir-dev,NOIR.dev,radzfoundation,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
note-gen,NoteGen,codexu,established-visual-platform,source,H2,override:开源本地优先知识工作区应用，个人维护。
notebooklm-py,notebooklm-py,teng-lin,general-agent-visual-tools,source,H2,pattern
nxtbuild,NxtBuild,abhishek121004,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
nyno,Nyno,flowagi-eu,ai-engineering-design-workspace,source,H2,pattern
oboto,Oboto,sebastian-schepis,agent-platform-design-surface,source,H2,pattern
office-design-toolkit,Office Design Toolkit,astro-alpha,general-agent-visual-tools,architecture,H2,pattern
officebuddy,OfficeBuddy,zhihui-chen,general-agent-visual-tools,source,H2,pattern
officecli,OfficeCLI,iofficeai,general-agent-visual-tools,source,H2,pattern
ogata-ai,ogaTa.ai,ogata-maintainers,ai-app-site-builder,source,H2,personal/community org (ogata-maintainers)
oh-my-design,oh-my-design,oh-my-design,standalone-design-agent,source,H2,personal/community org (oh-my-design)
okkslides,OkkSlides,autogent,agent-controllable-canvas,architecture,H2,pattern
oneui,1UI,oneui,design-code-bridge,architecture,H2,pattern
open-agent-builder,Open Agent Builder,01-ai,ai-engineering-design-workspace,source,H2,pattern
open-ai-design-agent,Open AI Design Agent,muapi,standalone-design-agent,source,H2,override:主体是 MIT 开源仓库可自托管，托管入口仅提供管理界面，属开源项目。
open-claude,Open Claude,damien,general-agent-visual-tools,source,H2,pattern
open-codesign,Open CoDesign,opencoworkai,standalone-design-agent,source,H2,override:MIT 许可的本地优先桌面设计 agent，开源仓库可自托管、无强制托管工作区，属开源应用。
open-design,Open Design,nexu-io,standalone-design-agent,source,H2,personal/community org (nexu-io)
open-generative-ui,Open Generative UI,copilotkit,visual-editor-infrastructure,source,H2,pattern
open-gumloop,Open Gumloop,composio,ai-engineering-design-workspace,source,H2,pattern
open-pencil,OpenPencil,openpencil,agent-controllable-canvas,source,H2,pattern
openada,OpenADA,simra-tech,ai-engineering-design-workspace,source,H2,pattern
openagent,OpenAgent by DeepFlowAI,deepflowai,agent-platform-design-surface,source,H2,pattern
openai-agent-builder,OpenAI Agent Builder,openai,ai-engineering-design-workspace,architecture,H2,pattern
openai-codex,Codex,openai,general-agent-visual-tools,source,H2,pattern
opencad,OpenCAD,caid-technologies,ai-engineering-design-workspace,source,H2,pattern
opencanvas-ai,OpenCanvas,opencanvas-ai,agent-controllable-canvas,source,H2,pattern
opencode-flow,OpenCode Flow,igor-warzocha,general-agent-visual-tools,source,H2,pattern
opendiagram,OpenDiagram,rupam-golui,standalone-design-agent,source,H2,personal/community org (rupam-golui)
openflow-ai-studio,OpenFlow,nazih-khelifa,agent-controllable-canvas,source,H2,pattern
openflowkit,OpenFlowKit,vrun-design,agent-controllable-canvas,source,H2,pattern
openkombai,OpenKombai,hrishikesh-bania,standalone-design-agent,source,H2,personal/community org (hrishikesh-bania)
openmaic,OpenMAIC,thu-maic,established-visual-platform,source,H2,personal/community org (thu-maic)
openpage,OpenPage,buildingopen,ai-app-site-builder,source,H2,override:MIT 开源 JSON 先行网站构建器，可自行部署的应用。
openpencil-zseven,OpenPencil ZSeven,zseven-w,agent-controllable-canvas,source,H2,pattern
openscad-agent,OpenSCAD Agent,ian-anderson,ai-engineering-design-workspace,source,H2,pattern
opentopos,OpenTopos,yipeng-gao,ai-engineering-design-workspace,source,H2,pattern
openui,OpenUI,thesys,visual-editor-infrastructure,source,H2,pattern
optiaxiom,Optiaxiom,optimizely-axiom,design-code-bridge,source,H2,pattern
opticalmodeler,OpticalModeler,k-telux,ai-engineering-design-workspace,source,H2,pattern
orca-ide,Orca IDE,stably,general-agent-visual-tools,source,H2,pattern
orchestral-ai,Orchestral AI,binaryshrey,ai-engineering-design-workspace,source,H2,pattern
osw-studio,OSW Studio,osw-studio-maintainers,ai-app-site-builder,source,H2,personal/community org (osw-studio-maintainers)
owox-data-marts,OWOX Data Marts,owox,agent-platform-design-surface,source,H2,pattern
owox-model-canvas,OWOX Model Canvas,owox,agent-controllable-canvas,source,H2,pattern
pagepilot,PagePilot,galih-pratama,ai-app-site-builder,source,H2,personal/community org (galih-pratama)
panth-pagebuilder-ai,Panth PageBuilder AI,panth-infotech,established-visual-platform,source,H2,personal/community org (panth-infotech)
paper,Paper,lost-coast-labs,agent-controllable-canvas,architecture,H2,pattern
paper-framework-figure-studio-pro,Paper Framework Figure Studio Pro,c-narcissus,visual-decision-verification-workspace,architecture,H2,pattern
paper-to-any-studio,Paper to Any Studio / Nexus,deepthinking-zhouliu,standalone-design-agent,architecture,H2,personal/community org (deepthinking-zhouliu)
paper-to-schematic,Paper to Schematic,alan-steremberg,ai-engineering-design-workspace,source,H2,pattern
paper2any,Paper2Any,opendcai,standalone-design-agent,source,H2,override:档案明确其为开源项目并与商业 Paper to Any Studio 分开计数。
paper2poster,Paper2Poster,paper2poster,standalone-design-agent,source,H2,override:开源多 agent 科学海报系统（PosterAgent 可运行代码），属开源项目。
partmode,PartMode,bomwiki,ai-engineering-design-workspace,source,H2,pattern
pbi-cli,pbi-cli,mina-saad,general-agent-visual-tools,source,H2,pattern
pcb-agent-teams,PCB-Agent-Teams,zane29222,ai-engineering-design-workspace,source,H2,pattern
pen-dev,pen.dev,high-agency,agent-controllable-canvas,architecture,H2,pattern
pen-editor,Pen Editor,dan-rozhkov,agent-controllable-canvas,source,H2,pattern
penboard,PenBoard,zseven-w,agent-controllable-canvas,source,H2,pattern
phantom-raffay,PHANTOM by Mohammad Abdul Raffay,raffay69,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
picwise-ai,PicWise.ai,qutesoft,agent-controllable-canvas,architecture,H2,pattern
pigcasso-canvas,Pigcasso Canvas,kevin-lin,standalone-design-agent,source,H2,personal/community org (kevin-lin)
pilot-marketing-ai-design-system,Pilot Marketing AI Design System,pilot-design-team,general-agent-visual-tools,source,H2,pattern
pinvou-agent,Pinvou Agent,pinvou,agent-platform-design-surface,source,H2,pattern
pitch-craft,Pitch Craft,noman-rahim,ai-app-site-builder,source,H2,personal/community org (noman-rahim)
pix,Pix,skobak,design-code-bridge,source,H2,pattern
pixelruller,PixelRuller,kalotrapezis,agent-controllable-canvas,source,H2,pattern
pixso,Pixso,bosi-yunchuang,established-visual-platform,architecture,H2,personal/community org (bosi-yunchuang)
poco,Poco,poco-ai,agent-platform-design-surface,source,H2,pattern
polaris-umang,Polaris by Umang,umang162,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
polysynergy,PolySynergy,dionsnoeijen,established-visual-platform,source,H2,override:开源视觉自动化平台（超级项目加组件仓库），个人维护。
posecode,Posecode,posecode,visual-editor-infrastructure,source,H2,pattern
powerpoint-business,PowerPoint Business,lizheng-wang,standalone-design-agent,source,H2,personal/community org (lizheng-wang)
ppt-as-code,PPT as Code,russell-cell,code-native-visual-ide,source,H2,personal/community org (russell-cell)
ppt-design-prompt,PPT Design Prompt,russell-cell,design-code-bridge,source,H2,pattern
ppt-master,PPT Master,hugo-he,standalone-design-agent,source,H2,personal/community org (hugo-he)
ppt-saas,PPT SaaS,shibinsp,standalone-design-agent,source,H2,override:仓库 pptxfactory 中的开源应用，个人维护，可自行部署。
pptagent,PPTAgent / DeepPresenter,iscas,standalone-design-agent,source,H2,override:中科院团队维护的 MIT 开源仓库，可部署复用的演示生成 agent 项目，非商业托管产品。
pptist,PPTist,pipipi-pikachu,established-visual-platform,source,H2,personal/community org (pipipi-pikachu)
pradaslides,PradaSlides,prodige-project,standalone-design-agent,architecture,H2,personal/community org (prodige-project)
prd-to-ui-automation-agent,PRD to UI Automation Agent,loinz-max,standalone-design-agent,source,H2,personal/community org (loinz-max)
prefab,Prefab,prefect,visual-editor-infrastructure,source,H2,pattern
premium-vector-icon-designer,Premium Vector Icon Designer,suli,general-agent-visual-tools,source,H2,pattern
premium-website-generator-edouard,Premium Website Generator by Edouard Kerwing,edouard-automations,agent-platform-design-surface,source,H2,pattern
presentation-ai,ALLWEONE Presentation AI,allweone,standalone-design-agent,source,H2,override:MIT 开源演示应用，个人维护仓库，非托管商业产品。
presentation-app,Presentation App,jerryjliu,standalone-design-agent,source,H2,override:个人开源 web 应用，Claude 会话驱动 HTML 幻灯片编辑。
presentation-builder,Presentation Builder,zane-cole,general-agent-visual-tools,source,H2,pattern
presenton,Presenton,presenton,standalone-design-agent,source,H2,override:档案以自托管开源仓库工作流为证据（托管服务另行运营但无商业证据），属开源项目。
preso,Preso,preso,agent-controllable-canvas,architecture,H2,pattern
preso-ai,Preso AI,atharva-jagtap,standalone-design-agent,source,H2,personal/community org (atharva-jagtap)
prism-prompt-to-ui,PRISM,trillion6,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
product-diagram-copilot,Product Diagram Copilot,tuaran,standalone-design-agent,source,H2,override:开源 diagram 规范服务（桌面/Web 双端），个人维护。
program-ui,Program UI,program-ui,design-code-bridge,architecture,H2,pattern
project-threejs-ai,project_threejs_ai,javascript-mastery,standalone-design-agent,source,H2,personal/community org (javascript-mastery)
prompt-to-app-pradeep,Prompt-to-App AI Code Generator by Pradeep,pradeep9557,code-native-visual-ide,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
prompt-to-ui-sanyam,Prompt to UI by Sanyam Bassi,sanyam-bassi,standalone-design-agent,source,H2,personal/community org (sanyam-bassi)
prompt-to-website-padala,Prompt-to-Website Generator by Varun Padala,padala-varun,ai-app-site-builder,source,H2,personal/community org (padala-varun)
prompt-ui-ayesha-mahek,Prompt-UI by Ayesha and Mahek,ayesha25-mahek,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
prompt2cad,Prompt2CAD,prompt2cad,ai-engineering-design-workspace,architecture,H2,pattern
prompt2site-jay,Prompt2Site by Jay Sankopal,jay-sankopal,ai-app-site-builder,source,H2,personal/community org (jay-sankopal)
prompt2ui-sully,Prompt2UI by Sully Omar,sully-omar,standalone-design-agent,source,H2,personal/community org (sully-omar)
promptcraft-ai,PromptCraft AI,krish-kapuriya,ai-app-site-builder,source,H2,personal/community org (krish-kapuriya)
promptly,Promptly,simran903,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
promptonent,PromptOnent,abrar-ahmed,standalone-design-agent,source,H2,personal/community org (abrar-ahmed)
prompttoapp-sahil,PromptToApp by Sahil Tanwani,sahil-tanwani,ai-app-site-builder,source,H2,personal/community org (sahil-tanwani)
promptui-devsakshi,PromptUI by devSakshi022R,devsakshi022r,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
promptui-tushar,PromptUI by Tushar Mokal,tushar-mokal,standalone-design-agent,source,H2,personal/community org (tushar-mokal)
pronghorn,Pronghorn,government-alberta,agent-platform-design-surface,source,H2,pattern
proofshot,ProofShot,proofshot,visual-decision-verification-workspace,source,H2,pattern
protome,Proto-me,protome,agent-platform-design-surface,source,H2,pattern
qbic,QBIC,qbic,agent-controllable-canvas,source,H2,pattern
qoderwork-design,QoderWork Design,alibaba,agent-platform-design-surface,architecture,H2,pattern
quibly,Quibly,rohit173-sv,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
quill-ai,Quill AI,tovrr,ai-engineering-design-workspace,source,H2,pattern
quill-design,Quill,michael-hirst,standalone-design-agent,source,H2,personal/community org (michael-hirst)
quilter,Quilter,quilter,ai-engineering-design-workspace,architecture,H2,pattern
quorve,Quorve,jedidiahdev,ai-engineering-design-workspace,source,H2,pattern
qwen-blender,Qwen MM Plugins Blender,qwen,agent-controllable-canvas,source,H2,pattern
qwen-freecad,Qwen MM Plugins FreeCAD,qwen,ai-engineering-design-workspace,source,H2,pattern
qwen-video-edit,Qwen MM Plugins Video Edit,qwen,general-agent-visual-tools,source,H2,pattern
qwen3-coder-webdev-ethan,Qwen3 Coder WebDev by Ethan Ng,ethan-ng,ai-app-site-builder,source,H2,personal/community org (ethan-ng)
ragflow,RAGFlow,infiniflow,ai-engineering-design-workspace,source,H2,pattern
raj-ai-app-builder,RAJ AI App Builder,raj-ai,standalone-design-agent,source,H2,personal/community org (raj-ai)
react-ai-component-builder-synytsin,React AI Component Builder by Artem Synytsin,artem-synytsin,standalone-design-agent,source,H2,personal/community org (artem-synytsin)
react-component-generator-mohit,React Component Generator by Mohit Kumar,mohit-kumar,standalone-design-agent,source,H2,personal/community org (mohit-kumar)
reactor-admineral,Reactor by admineral,admineral,code-native-visual-ide,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
recombyn,Recombyn,recombyn,agent-controllable-canvas,source,H2,pattern
reel-studio,Reel Studio,reel-studio,agent-controllable-canvas,architecture,H2,pattern
refly,Refly,refly,agent-platform-design-surface,source,H2,pattern
reframe,Reframe,reframe,agent-controllable-canvas,source,H2,pattern
reicon,Reicon,dev-chauhan,design-code-bridge,source,H2,pattern
remotion-prompt-to-motion-graphics,Remotion Prompt to Motion Graphics,remotion-dev,standalone-design-agent,source,H2,personal/community org (remotion-dev)
replay,Replay,replay,design-code-bridge,architecture,H2,pattern
replit-design,Replit Design,replit,agent-platform-design-surface,architecture,H2,pattern
resonance-ai,Resonance AI,sjchem,ai-engineering-design-workspace,source,H2,pattern
resume-matcher,Resume Matcher,resume-matcher,standalone-design-agent,source,H2,personal/community org (resume-matcher)
reveal-presentations,Reveal Presentations,goda-go,general-agent-visual-tools,source,H2,pattern
reversa,Reversa,sandeco,general-agent-visual-tools,source,H2,pattern
rflect,RFlect,rfingadam,visual-decision-verification-workspace,source,H2,pattern
rivet-design,Rivet,rivet,visual-decision-verification-workspace,architecture,H2,pattern
rjwalters-kicad-tools,kicad-tools by Robb Walters,robb-walters,ai-engineering-design-workspace,source,H2,pattern
rocketpen,RocketPen,rocketpen,agent-controllable-canvas,architecture,H2,pattern
rocketsmith,RocketSmith,ppak10,ai-engineering-design-workspace,source,H2,pattern
rosebud-ai,Rosebud AI,rosebud-ai,ai-engineering-design-workspace,architecture,H2,pattern
rpaforge,RPAForge,vyacheslav-chelischev,ai-engineering-design-workspace,source,H2,pattern
rtl-claw,RTL-CLAW,tongji-university,ai-engineering-design-workspace,source,H2,pattern
ruth-v3,RUTH V3,core-brim-tech,general-agent-visual-tools,source,H2,pattern
ryze-ui-agent-mazhar,Ryze UI Agent by Mohd Mazhar Khan,mohd-mazhar-khan,standalone-design-agent,source,H2,personal/community org (mohd-mazhar-khan)
ryze-ui-generator-rohit,Ryze UI Generator by Rohit Kumar,rohit-kumar,standalone-design-agent,source,H2,personal/community org (rohit-kumar)
ryzeai-lakshmi,RyzeAI by Lakshmiprasanth,lakshmiprasanth,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
ryzen-ai-anushka,Ryzen AI by Anushka Chaudhary,anushka-chaudhary,standalone-design-agent,source,H2,personal/community org (anushka-chaudhary)
sam-pdf-studio,Sam PDF Studio,sam-wasserman,agent-controllable-canvas,source,H2,pattern
sand-canvas,Sand,kno-raziel,agent-controllable-canvas,source,H2,pattern
sandboxd,sandboxd,tastyeffect,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
sceneconductor,SceneConductor,jeonghwan-kim,ai-engineering-design-workspace,source,H2,pattern
sci-figure,sci-figure,xiao-yuling,general-agent-visual-tools,source,H2,pattern
scientific-illustrator,Scientific Illustrator,icebird1998,agent-controllable-canvas,source,H2,pattern
scriptbreak,ScriptBreak,sam-wasserman,standalone-design-agent,source,H2,personal/community org (sam-wasserman)
sdd-de,SDD-DE,roy-villasana,design-code-bridge,source,H2,pattern
sdd-diagram-copilot,SDD Diagram Copilot,ryan-davis,ai-engineering-design-workspace,source,H2,pattern
seaslides,SeaSlides,touying-typ,general-agent-visual-tools,source,H2,pattern
seo-image-renamer-figma,SEO Image Renamer,wwwhat,agent-controllable-canvas,architecture,H2,pattern
serendie-ai,Serendie Design System AI,mitsubishi-electric,design-code-bridge,source,H2,pattern
serpentine3d,Serpentine3D,chisomo-banzi,ai-engineering-design-workspace,source,H2,pattern
shad-expo-studio,Shad Expo Studio,limin-ge,visual-decision-verification-workspace,source,H2,pattern
shadway,Shadway,shadway-maintainers,standalone-design-agent,source,H2,personal/community org (shadway-maintainers)
shain-designer-kit,Shain Designer Kit,dmytro-shain,agent-platform-design-surface,source,H2,pattern
shakedroid,Shakedroid,derekross,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
shakespeare,Shakespeare,soapbox-pub,ai-app-site-builder,source,H2,personal/community org (soapbox-pub)
shopnest,ShopNest,karanvir-singh,ai-app-site-builder,source,H2,personal/community org (karanvir-singh)
silvercraft-ai,SilverCraft AI,yathik,ai-engineering-design-workspace,source,H2,pattern
sim,Sim,simstudioai,ai-engineering-design-workspace,source,H2,pattern
simcorrect,SimCorrect,caid-technologies,ai-engineering-design-workspace,source,H2,pattern
simplecore-board-parity-walk,SimpleCORE Board Parity Walk,simplecore,visual-decision-verification-workspace,architecture,H2,pattern
simplecore-svg-diagrams,SimpleCORE SVG Diagrams,simplecore,general-agent-visual-tools,source,H2,pattern
simplecore-wireframe-boards,SimpleCORE Wireframe Boards,simplecore,general-agent-visual-tools,source,H2,pattern
sio,Sio,sio,visual-decision-verification-workspace,architecture,H2,pattern
sirelia,Sirelia,aaron-gonzalez,general-agent-visual-tools,source,H2,pattern
siteforge-ai-maf,SiteForge AI by Maf-Kelvin,maf-kelvin,ai-app-site-builder,source,H2,personal/community org (maf-kelvin)
siteforge-ai-psa,SiteForge AI by P Sreyanshu Anupam,psa21git,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
sitegen-ai-mohamad,SiteGen AI,mohamad-amjad,ai-app-site-builder,source,H2,personal/community org (mohamad-amjad)
sketch-chat,AI Diagram / Sketch.chat,vishal-maheshkumar,agent-controllable-canvas,source,H2,pattern
sketchforge,SketchForge,formsmith,agent-controllable-canvas,source,H2,pattern
slate,Slate,sam-wasserman,standalone-design-agent,source,H2,personal/community org (sam-wasserman)
slide-promax,Slide ProMax,dinh-lucent,standalone-design-agent,source,H2,personal/community org (dinh-lucent)
slideagent,SlideAgent / DynaSlide,beijing-normal-university,standalone-design-agent,source,H2,personal/community org (beijing-normal-university)
slidefinder,SlideFinder,aymenfurter,visual-decision-verification-workspace,source,H2,pattern
slideflow,SlideFlow,xiaoyesoso,general-agent-visual-tools,source,H2,pattern
slides-grab,slides-grab,nomadamas,standalone-design-agent,source,H2,override:MIT 开源演示编辑器与门控工具，用户可直接运行使用，属开源应用。
smart-canvas,Smart Canvas,suzam26,established-visual-platform,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
smart-mermaid-assistance,Smart Mermaid Assistance,daewu14,code-native-visual-ide,source,H2,override:开源桌面 Mermaid 工作区（GitHub 同步），个人维护。
smartmodeler,SmartModeler,yusuf-eminoglu,ai-engineering-design-workspace,source,H2,pattern
smythos-studio,SmythOS Studio,smythos,ai-engineering-design-workspace,source,H2,pattern
solidpilot,SolidPilot,eyfel,agent-controllable-canvas,source,H2,pattern
solidworks-ai-cover-generator,SOLIDWORKS AI Cover Generator,regoletto,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
soniq,Soniq,rachitt,established-visual-platform,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
spaceforge,Spaceforge,ron-reiter,ai-app-site-builder,source,H2,personal/community org (ron-reiter)
sparkui,SparkUI,sparkui-abbaas,design-code-bridge,architecture,H2,pattern
sparo-os,Sparo OS,gcwing,agent-platform-design-surface,source,H2,pattern
specula-bos,Specula BOS,specula,general-agent-visual-tools,architecture,H2,pattern
specula-framework,SPECULA Framework,specula,general-agent-visual-tools,source,H2,pattern
specula-method,Specula Method,specula,general-agent-visual-tools,source,H2,pattern
spicexplorer,SpiceXplorer,macanalog,ai-engineering-design-workspace,source,H2,pattern
sre-design,SRE Design,latent-sre,ai-engineering-design-workspace,source,H2,pattern
stick,Stick,atiqullah-naemi,standalone-design-agent,source,H2,personal/community org (atiqullah-naemi)
stitch-kit,stitch-kit,booplex,design-code-bridge,source,H2,pattern
story-blocks,Story Blocks,tarvel,agent-controllable-canvas,source,H2,pattern
storyboard-reference-studio,Storyboard Reference Studio,sam-wasserman,standalone-design-agent,source,H2,personal/community org (sam-wasserman)
storybook-assistant,Storybook Assistant,flight505,general-agent-visual-tools,source,H2,pattern
storyflow-ai-canvas,StoryFlow AI Canvas,storyflow,agent-controllable-canvas,source,H2,pattern
strands-tools-diagram,Strands Agents Diagram Tool,strands-agents,general-agent-visual-tools,source,H2,pattern
stride-gpt,STRIDE GPT,matt-adams,visual-decision-verification-workspace,source,H2,pattern
stylekit,StyleKit,anx,general-agent-visual-tools,source,H2,pattern
styleseed,StyleSeed,bitjaru,general-agent-visual-tools,source,H2,pattern
substrata,Substrata,danieljtrujillo,ai-engineering-design-workspace,source,H2,pattern
sumi,Sumi,phazur-labs,general-agent-visual-tools,source,H2,pattern
superinterface,Superinterface,supercorp,visual-editor-infrastructure,source,H2,pattern
sutradhar-ai,Sutradhar AI,team-yurei,agent-platform-design-surface,source,H2,pattern
