slug,product,tier,reason
llmo-diagram-generator,LLMO AI Diagram Architect,other,"distinctive local conversational diagramming with Ollama, repair transforms and SQLite history"
local-design-canvas,Local Design Canvas,other,real filesystem/Claude bridge with concrete file-watcher and JSONL inbox loop
local-visual-agent-workflow,Local Visual Agent Workflow,other,"real workflow engine with topological executor, node adapters and SQLite persistence"
localoffice,LocalOffice,other,"real suite of document tools grounded in a JSON envelope, validators and deterministic engines"
locofy,Locofy,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
logo-generator-skill,Logo Generator,other,"source-level, concrete SVG variant-selection workflow with conversion scripts"
loom-architecture,Loom Architecture Weaver,other,rich single-file Kubernetes architecture studio with dual diagram/semantic model and apply gate
loomic,Loomic,other,real Excalidraw/LangGraph image-video design agent with Supabase-persisted contracts
lovable,Lovable,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
lovart,Lovart,other,closed hosted product described only by marketing docs with unverifiable canvas internals
luma-ai-studio,LUMA AI Studio,other,"real LangGraph agent studio with file tools, SQL project state and GitHub export"
lunima,Lunima,other,"rich photonic-circuit workspace with Anthropic tool loop, simulation and foundry exports"
lzbot-5000,LZBot 5000,other,real orchestrated agent/MCP architecture-doc workflow producing file bundles
m2-canvas,M2 Canvas,other,hosted product with usable MCP contract and structured component-graph mechanism
maf-agent-builder-canvas,MAF Agent Builder Canvas,other,Streamlit prototype whose canvas topology is not executed and eval is simulated
magic-patterns,Magic Patterns,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
magicpath,MagicPath,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
make-my-website-ai,MakeMyWebsite AI,other,real two-repo website lifecycle product with Mongo persistence and deploy-as-DB-view mechanism
manalkaff-opendesign,OpenDesign by Manal Kaff,other,"real skill suite with design-system discovery, specialists and a verifier against brief"
manim-agent,Manim Explainer Agent,other,real code-visual pipeline where rendering to MP4 is an executable acceptance boundary
mantis-cad,MANTIS CAD,other,"closed early-access desktop app with only marketing/feature pages, no usable contracts"
markdown-exporter,Markdown Exporter,other,real converter package materializing markdown to office formats
markdownflows,MarkdownFlows,other,real desktop app with pinned source where AI revises the same visible Mermaid source
marmo-ui,Marmo UI,other,"real MIT component library, tokens, CLI and MCP workflow with validation"
marp-slides-template,Marp Slides Template,other,规则排除
mash-kicad-skills,KiCad Skills by mash,other,"source-level, unified kicad-tool CLI with ERC/DRC and visual cleanup loop"
massing,Massing,other,"real IFC-native AEC workspace with validated recipes, MCP and GUID-stable model"
master-ai-design-system,Master AI Design System,other,real npm CLI migration scaffolding runtime
master-canvas,Master Canvas,other,pinned source-level AI-video handoff canvas with MCP bridge and real source-authoritative mechanism
mastergo-ai,MasterGo AI,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
mcp-cad,mcp-cad,other,"typed CAD control layer with stable entity resolution, Inventor provider implemented"
mcp-cst-studio,mcp-cst-studio,other,"CST Studio wrapper with VBA generation and live native execution, pinned source"
mcp-excalidraw,mcp_excalidraw,other,"deep source-level Excalidraw workbench with CLI/canvas/MCP, pinned source"
mcp-link-fusion,MCP-Link for Autodesk Fusion,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
mcp-ltspice-qucs,mcp-ltspice-qucs,other,"real three-server circuit workbench with circuit IR and durable jobs, pinned source"
mcp-nec2-antenna,mcp-nec2-antenna,other,real NEC2 wire-antenna design interface with pinned source and examples
mcp-openems,mcp-openems,other,"real openEMS agent interface with reproducible solver scripts, pinned source"
mcp-pcb-emcopilot,mcp-pcb-emcopilot,other,"EMC/SI review system parsing KiCad files with three-way correlation, pinned source"
mcpyats,MCPyATS,other,"real network-automation MCP workspace with draw.io topology materialization, pinned source"
mdma,MDMA,other,"pinned interactive-document format with parser, multiple renderers, MCP/AG-UI; real infrastructure mechanism"
medpaper-assistant,MedPaper Assistant,other,pinned medical authoring workspace with release-governed MCP tool surface and gated workflows
melaya,Melaya Agent Builder,other,architecture-level only; SDKs exposed but proprietary visual app/runtime not inspectable
mengto-agent-skills,Meng To Agent Skills,other,"source-level, coherent video-to-superprompt and capture workflow suite, pinned"
mercer-fashion,Mercer,other,architecture-level hosted product; no source and only marketing/support contracts
merchmate,MerchMate AI,other,real image-generation mockup loop with Gemini proxy
mermaid-agent,Mermaid Agent,other,pinned syntax-aware repair loop with tool-call validation and revision
mermaid-chart-vscode,Mermaid Chart for VS Code,other,open-source extension with pinned diff/proposal and apply workflow source
mermaid-live-desktop,Mermaid Live Desktop,other,pinned local Electron+Ollama workbench with renderer-grounded repair mechanism
mermaid-studio-catfox,MermaidStudio by CatFoxVoyager,other,pinned dual-mode Mermaid editor with multiple local/remote inference routes
mermaid-studio-workers,Mermaid Studio on Workers,other,real Cloudflare Workers MCP diagram service with source-level evidence
mermaidgen,MermaidGen,other,"thin single-file generate-validate-export demo, no persistence, but has a parse-gate mechanism"
mermaidgenie,MermaidGenie,other,pinned full-stack Mermaid workspace with server-side versions and sharing
mermalaid,Mermalaid,other,pinned Mermaid editor with live MCP-addressed runtime relay mechanism
mermark-editor,MerMark Editor,other,"pinned Tauri Markdown workspace with access maps, proposals, Mermaid targeting"
michpro-kicad-tools,kicad-tools Agent Skill by Michal Protasowicki,other,"source-level, portable workflow layer over kicad-tools CLI, pinned"
micracode,Micracode,other,pinned code-generation workspace; typed file-mutation stream over on-disk project
microsoft-designer,Microsoft Designer,other,"real active product with canvas, cloud persistence and migration contracts"
milestone-designer,Milestone Designer,other,pinned repository-native UX workflow with architect/wireframe orchestration and human gates
millwright,Millwright,other,"pinned SolidWorks agent bridge with ~50 tools, confirmations, and backup mechanism"
mimic-ai,Mimic AI,other,pinned MCP+Figma design-system enforcement bridge with recipes and gap reports
mimo-canvas,MimoCanvas,other,pinned Vue Flow media canvas preserving media lineage and repeatable pipelines
mindgraph,MindGraph,other,pinned full-stack educational map generator with Vue canvas and FastAPI backend
mira-animator,Mira Animator,other,"source-level, reversible deck-edit mechanism via mira-edit.js, pinned"
miro-prototypes,Miro Prototypes,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
misko-circuits,circuits by Misko,other,pinned two-skill KiCad/PCB generation workflow with real DRC and fabrication gates
mkitflow,MKitFlow,other,closed product with only forum posts and no source or usable contracts
mobirise-ai,Mobirise AI,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
modao-ai,墨刀 AI,other,real platform with documented MCP contract and native-prototype mechanism
modelweave,ModelWeave,other,"pinned Next.js agent workspace with topological workflow, retrieval and run traces"
modernui-maker,ModernUI Maker,other,"single-file HTML generator scaffold, no persistence or project model, thin mechanism"
monet,Monet,other,real Electron video editor with agent surfaces and documented timeline graph at source level
monogatari,Monogatari,other,"pinned visual-novel runtime with deterministic state machine, evaluator and MCP"
montevive-penpot-mcp,Montevive Penpot MCP,other,pinned source with real normalized tree-plus-image read-only evidence contract
morfis,Morfis,other,"architecture-level closed-source prototype; product paper only, no source or runtime contract"
motiff,Motiff,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
motion-previs-studio,Motion Previs Studio,other,pinned filmmaking decision workspace with production pack and MCP drive mechanism
mowgli,Mowgli,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
multi-agent-cad,Multi-Agent CAD,other,pinned four-agent build123d generation with typed handoffs and repair loop
musho,Musho,other,"defunct product with only a marketing launch account, no traceable evidence"
mydesign-md,MYDESIGN.MD,other,"hosted product with strong contracts, eight deliverables and a concrete evidence-validation mechanism"
myn8n,MyN8N,other,open-source saved-graph automation with pinned source and run-history mechanism
n8n-ai-workflow-builder-w3jdev,N8N AI Workflow Builder by W3JDev,other,real NL-to-n8n materializer with pinned source and strict JSON translation contract
n8n-workflow-builder-mcp,n8n Workflow Builder MCP Server,other,pinned MCP bridge translating schema-bounded tools onto real n8n REST authority
naano-wp-ai-builder,Naano WP AI Website Builder,other,open-source WP plugin with pinned source and concrete section-record/LLM-router mechanism
naaviq,Naaviq,other,open-source dual-repo implementation with reversible browser/backend graph mechanism and pinned source
naklikam,Naklikam,other,open-source Firebase-backed project filesystem with pinned source and real mutation/persistence contract
naksha-studio,Naksha Studio,other,open-source role/pipeline orchestration skills with pinned source and inspectable YAML pipelines
nanadraw,NanaDraw,other,open-source scientific-figure workflow with pinned source and three-mode creation mechanism
nanocanvas,NanoCanvas,other,pinned-source experimental canvas with distinctive geometry-as-prompt mechanism and undo history
nativebot,NativeBot,other,open-source CLI with pinned source and filesystem-as-artifact/agent-SDK mechanism
nature-figure-studio,Nature Figure Studio,other,open-source with pinned source and distinctive Origin-automation plus recommendation mechanism
nature-skills,nature-skills,other,"source-level, information-contract figure design with QA contract, pinned"
nemoclaw-game-factory,NemoClaw Game Factory,other,open-source with pinned source and real builder/reviewer/deployer promotion loop
neo-studio,Neo Studio V2,other,real local control layer with route compiler and project memory
nexabuild-aqib,NexaBuild by Aqib Ahmed,other,open-source Gemini website builder with pinned source and real GitHub Pages delivery
next-ai-draw-io,Next AI Draw.io,other,"open-source with pinned source, MCP edit gate and versioned XML document authority"
nextflow-aadithyanas,Nextflow by Aadithyan A.S,other,open-source full-stack workflow app with pinned source and execution engine with structural rejection
nextflow-ai-workflow-builder,NextFlow AI Workflow Builder,other,open-source with pinned source and explicit run-commits-graph persistence plus Prisma run records
nextflow-richa-sharma,NextFlow by Richa Sharma,other,"minimal two-node prototype with real Gemini call but no persistence or chaining, only partial substance"
nightghost-design-agent,design-agent by NightGhost,other,pinned source with real generator/renderer/critic/refiner visual-feedback loop and tests
nika-character-studio,Nika Character Studio,other,open-source with pinned source and concrete variant-selection plus reviewable json-patch loop
niki,Niki,other,"architecture-level only, no implementation source or schema, early hosted product with stated mechanism"
nimbalyst,Nimbalyst,other,open-source visual workspace over coding agents
nlj-platform,NLJ Platform,other,open-source learning-authoring platform with pinned source and governed Claude workflow mechanism
no-code-ai-workflow-codexnever,AI Workflow Builder by Codexnever,other,open-source with pinned source and real browser executor following saved edges with per-node evidence
node-canvas,Node Canvas,other,open-source multimodal workflow editor with pinned source and provider-neutral graph mechanism
nodebase-ai-workflow-builder,NodeBase AI Workflow Builder,other,open-source with pinned source and Inngest execution with real provider adapters and topological sort
nodemind,NodeMind,other,open-source with pinned source and real edge-map graph interpreter with branch conditions
noemuch-bridge,Bridge,other,pinned compiler architecture turning CSpec through resolve/lint into a scene graph
noir-dev,NOIR.dev,other,source-level pinned revision with version-history/revert and WebContainer preview mechanisms
note-gen,NoteGen,other,source-level pinned commit; canvas/diagram stores and agent tooling are concrete
notebooklm-py,notebooklm-py,other,"source-level adapter with pinned artifact lifecycle, polling and download orchestration"
nuxt-ai-drawio,Nuxt AI Draw.io,other,pinned source running a real model-to-active-drawio-XML control relay
nxtbuild,NxtBuild,other,source-level pinned generation service with project-contextual persistent versions in MongoDB
nyno,Nyno,other,"source-level reversible React Flow-to-YAML canvas-to-runtime conversion, pinned"
oboto,Oboto,other,source-level pinned surface manager with revisions and sandboxed renderer governance
office-design-toolkit,Office Design Toolkit,other,skill plus DOCX reference only; richer formats are roadmap and implementation is thin
office-raccoon,Office Raccoon,other,hosted SenseTime product with strong first-party SenseNova workflow contracts and pinned skills source
officebuddy,OfficeBuddy,other,source-level pinned native-render plus diff verification loop with distinct mechanism
officecli,OfficeCLI,other,real native PPTX manipulation engine with MCP
ogata-ai,ogaTa.ai,other,source-level pinned project-persistence site builder with separate preview and deploy records
oh-my-design,oh-my-design,other,real CLI installer/doctor/skills with tests and source-level evidence
okkslides,OkkSlides,other,closed hosted product evidenced only by a landing page with no source or product contracts
omnimcp,OmniMCP,other,pinned tool server with concrete artifact-authoring paths and committed test evidence
one-aida,one.com Aida,other,real hosted site-builder with documented publish-then-edit product contracts
oneui,1UI,other,closed product whose only evidence is product page and blog; no source or API contracts
onlook,Onlook,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
onlyoffice-ai-editors,ONLYOFFICE AI Editors,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
onshape-mcp,Onshape MCP,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
onui,onUI,other,"real browser-extension plus MCP annotate/report bridge, pinned and active"
open-agent-builder,Open Agent Builder,other,source-level pinned visual control graph that materializes into runnable code
open-ai-design-agent,Open AI Design Agent,other,source-level pinned campaign-plan orchestration with editable state and delivery
open-claude,Open Claude,other,source-level pinned build-mode file-map to iframe preview with concrete mechanism
open-codesign,Open CoDesign,other,source-level MIT desktop design agent with workspace-backed durable artifact model
open-design,Open Design,other,"source-level Apache-2 full app with daemon, CLI, MCP and local-first design workspace"
open-generative-ui,Open Generative UI,other,source-level MIT streamed-artifact construction with sandboxed renderer mechanics
open-gumloop,Open Gumloop,other,source-level pinned visual workflow with graph schema and LangGraph execution path
open-pencil,OpenPencil,other,source-level MIT design-document-native editor with MCP/RPC agent surfaces
openada,OpenADA,other,real EDA intent+driver CLI with schemas
openagent,OpenAgent by DeepFlowAI,other,source-level pinned multi-tenant agent ops with JSONB config and real runtime/delivery
openai-agent-builder,OpenAI Agent Builder,other,hosted product with strong first-party contracts despite sunsetting and no open source
openai-codex,Codex,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
opencad,OpenCAD,other,source-level pinned CAD-as-code stack with feature DAG and cross-product patch contract
opencanvas-ai,OpenCanvas,other,source-level pinned Electron generation workflow with executable model nodes and local persistence
opencode-flow,OpenCode Flow,other,"archived, canvas persistence unfinished, planning graph not wired to runtime"
opendiagram,OpenDiagram,other,source-level pinned semantic-spec-to-Excalidraw compiler with frame-targeted updates
openflow-ai-studio,OpenFlow,other,source-level pinned node studio where agent submits validated graph operations
openflowkit,OpenFlowKit,other,"pinned source, bidirectional canvas-DSL mechanism and local-first authority"
openkombai,OpenKombai,other,"pinned source, vision-to-code two-model pipeline mechanism"
openmaic,OpenMAIC,other,"pinned source, operation-fold whiteboard history and bounded classroom tools"
openmontage,OpenMontage,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
openpage,OpenPage,other,"pinned source, validated SiteConfig JSON as shared authoring authority"
openpencil-zseven,OpenPencil ZSeven,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
openscad-agent,OpenSCAD Agent,other,"pinned source, versioned OpenSCAD source/render/STL validation mechanism"
opentopos,OpenTopos,other,"pinned source, code-as-authority Blender assembly with verifier"
openui,OpenUI,other,"pinned source, OpenUI Lang parser/runtime and component library boundary"
openvibecoding,OpenVibeCoding,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
opsiforce,Opsiforce,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
optiaxiom,Optiaxiom,other,"Optimizely design system with MCP, JSON-UI schema, renderer, designer and Figma adapters"
opticalmodeler,OpticalModeler,other,"pinned source, evidenced 3D reconstruction with PASS/BLOCKED gates"
orbis,Orbis,other,real local-first tool with pinned installer and concrete execution-and-export mechanism
orca-ide,Orca IDE,other,"pinned source, DOM grounding and Git worktree candidate promotion"
orchestral-ai,Orchestral AI,other,"pinned source, agent-and-task graph serialization and plan/run APIs"
osw-studio,OSW Studio,other,"pinned source, IndexedDB VFS authority with checkpoint/archive protocols"
owox-data-marts,OWOX Data Marts,other,"pinned source, governed DataMart object with explicit AI apply gate"
owox-model-canvas,OWOX Model Canvas,other,"pinned source, canvas-projections round-trip over portable OKF Markdown"
pagegen,PageGen,other,open-source with pinned generate/edit/preview toolbar source
pagepilot,PagePilot,other,deliberately small demo: typed schema renderer exists but no durable projects
panth-pagebuilder-ai,Panth PageBuilder AI,other,"pinned source, PageBuilder-native generation with governance/logging"
paper,Paper,other,hosted closed product with strong documented canvas/product contracts
paper-framework-figure-studio-pro,Paper Framework Figure Studio Pro,other,packaged ChatGPT workflow; architecture/examples but no browsable executable implementation
paper-to-any-studio,Paper to Any Studio / Nexus,other,closed commercial product with only workflow claims and no usable contracts
paper-to-schematic,Paper to Schematic,other,"pinned source, human-reviewed scan-to-graph-to-KiCad mechanism"
paper2any,Paper2Any,other,"pinned source, executable workflow graph with editable PPTX fixtures"
paper2poster,Paper2Poster,other,"pinned source, layout-planning and critic loop to editable PPTX"
paper2slides,paper2slides,other,"source-level, deterministic extractor/segmenter plus editable Reveal.js deck, pinned"
paraflow,Paraflow,other,real product with documented todo-confirmation and structured-Spec mechanism
partmode,PartMode,other,"pinned source, parametric CAD preview/commit boundary with BRep evidence"
pascal-skills,Pascal Skills,other,"source-level, deterministic image-compare and palette extraction scripts, pinned"
pbi-cli,pbi-cli,other,"pinned source, typed PBIR/TMDL file operations with validators and tests"
pcb-agent-teams,PCB-Agent-Teams,other,"pinned source, skill-driven KiCad handoff pipeline with artifact gates"
pcba-design-skills,PCBA Design Skills,other,"source-level, program-state invalidation workflow with artifact contracts, pinned"
pega-blueprint,Pega Blueprint,other,real hosted Pega SaaS with analyzable blueprint/case-model governance mechanism
pen-dev,pen.dev,other,closed product but public .pen format and MCP/CLI contracts analyzable
pen-editor,Pen Editor,other,"pinned source, transactional scene store and browser-side agent tool dispatch"
penboard,PenBoard,other,OpenPencil fork with pinned source adding real MCP connections/entities/workflow-graph mechanism
penpot,Penpot,other,open-source with pinned source and real official MCP bridge into the native document
penpot-ai-kit,Penpot AI Kit,other,"Official Penpot MCP behavior layer with pinned source, policy-gated skills and golden evals"
penpot-mcp-server,Penpot MCP Server,other,pinned server mapping typed tools onto native Penpot HTTP API and revisions
penpot-skills,Penpot Skills,other,"source-level, executable multi-step Penpot workflows with audit scripts, pinned"
phantom-raffay,PHANTOM by Mohammad Abdul Raffay,other,Source-level real WebContainer/Firestore prompt-to-app builder with error-repair loop
picasso,Picasso,other,"source-level, visible decision-gate with rendered previews and .picasso.md authority, pinned"
picwise-ai,PicWise.ai,other,"Closed Figma plugin with only forum post + listing, no source or provider contracts"
pigcasso-canvas,Pigcasso Canvas,other,Pinned-source tldraw/Fabric canvas with snapshot persistence and chat-action mechanism
pilot-marketing-ai-design-system,Pilot Marketing AI Design System,other,largely a brand-spec markdown document with viewer rather than an implementation
pinvou-agent,Pinvou Agent,other,Pinned-source desktop agent with inspectable Design runtime and artifact persistence
pippit,Pippit AI Design,other,"raster UI-concept image studio with only image gen/retouch ops, no structured design mechanism"
pitch-craft,Pitch Craft,other,Thin chat-as-site-source repo with direct srcDoc projection and no version/deploy model
pix,Pix,other,"Design-code skill/instruction package with no metric engine, history or test corpus"
pixello,Pixello,other,"IDE extension + MCP with repo design JSON as canonical authority, concrete product contract"
pixelruller,PixelRuller,other,规则排除
pixso,Pixso,other,Established hosted platform with documented local/remote MCP product contracts
planet-ai-workflow,Planet AI Workflow Builder,other,prototype whose editable graph ignores topology and reconstructs fixed payloads
plannotator,Plannotator,other,pinned local review surface with host hooks closing a human-review correction loop
playcode,PlayCode AI,other,hosted site/app builder with strong product contracts and managed-project recovery model
plexui-bridge,PlexUI AI Bridge,other,"closed paid bridge, architecture-level docs with no inspectable contracts"
plumb-mcp,Plumb,other,pinned normalized design-spec hub with semantic graph and reverse Figma authoring
poco,Poco,other,Pinned-source agent coworker with explicit published-artifact tree and read-only sharing model
polaris-umang,Polaris by Umang,other,Pinned-source Convex/Inngest prompt-to-app workspace with agent file-mutation mechanism
polysynergy,PolySynergy,other,real visual automation platform with node runner and portal
posecode,Posecode,other,"real language spec, parser, Three.js renderer, eval and MCP"
power-platform-full-stack-skills,Power Platform Full Stack Skills,other,"source-level, full-stack wireframe-to-managed-app delivery system, pinned"
powerpoint-business,PowerPoint Business,other,Pinned-source SVG-native multi-agent workflow with semantic SVG edit boundary
ppt-as-code,PPT as Code,other,"Pinned-source workbench with model contracts, runnable index.html and staged authority"
ppt-design-prompt,PPT Design Prompt,other,deterministic DESIGN.md translation converter with CLI
ppt-master,PPT Master,other,Pinned-source skill with spec-lock + SVG intermediate and native DrawingML conversion
ppt-saas,PPT SaaS,other,Real backend template generator plus slide editor with proven generate-save loop
pptagent,PPTAgent / DeepPresenter,other,Prominent pinned-source PPTAgent/DeepPresenter with HTML-as-authority mechanism
pptcraft,PPTCraft,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
pptist,PPTist,other,Pinned-source established editor with AIPPT streaming into same editable slide authority
pradaslides,PradaSlides,other,Pinned-source capability-routing skill with artifact contracts and working HTML benchmark
prd-to-ui-automation-agent,PRD to UI Automation Agent,other,runnable four-agent pipeline with exporters and workbench
prefab,Prefab,other,Pinned-source Prefect library with DSL-to-versioned-JSON-to-renderer mechanism
premium-vector-icon-designer,Premium Vector Icon Designer,other,SVG skill with real grid/repair constraints but no benchmark or concrete execution
premium-website-generator-edouard,Premium Website Generator by Edouard Kerwing,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
presentation-ai,ALLWEONE Presentation AI,other,"Pinned-source full slide app with editable slide tree, history and DOM-to-PPTX exporter"
presentation-app,Presentation App,other,Pinned-source session-backed HTML slide app with agent revision and PPTX projection
presentation-builder,Presentation Builder,other,Small repo-native workflow with single finished example and no scene graph or versioning
presentation-skill,Presentation Skill,other,"source-level, JSON-as-source compiler with 3-layer QA and pptxgenjs, pinned"
presenton,Presenton,other,Pinned-source self-hosted presentation workspace with typed editable deck contracts
preso,Preso,other,"Closed hosted product with only landing page + MCP surface, no schema/tools/fidelity published"
preso-ai,Preso AI,other,"real local-first presentation studio with pinned repo, undoable deck graph, IndexedDB, PPTX/HTML/PDF export"
primo,Primo,other,real visual CMS with implemented pull/push sync and tests
prism-prompt-to-ui,PRISM,other,real multi-agent pipeline converging on a Scene IR with scene-granular regeneration and governed compilation
product-diagram-copilot,Product Diagram Copilot,other,real diagram-spec service retaining generated artifacts in DB/MinIO with Mermaid/draw.io renderers
program-ui,Program UI,other,hosted product with live token-bound copy-to-Figma demo and a concrete GTC token-model authority contract
project-threejs-ai,project_threejs_ai,other,archived 2023 tutorial demo applying raster decals to a fixed shirt scene; stale with thin substance
prompt-to-app,Prompt To App,other,hosted app builder producing real functional projects with analyzable authority loop
prompt-to-app-pradeep,Prompt-to-App AI Code Generator by Pradeep,other,"real client-side multi-file generator with Monaco workspace, target-specific file sets, preview and ZIP"
prompt-to-design,Prompt.to.design,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
prompt-to-ui-sanyam,Prompt to UI by Sanyam Bassi,other,"real multi-model workspace with typed UISchema graph, DB persistence, variants/snapshots and static export"
prompt-to-website-padala,Prompt-to-Website Generator by Varun Padala,other,thin single-module Streamlit demo keeping HTML/CSS/JS session-only with no persistence or correction
prompt-ui-ayesha-mahek,Prompt-UI by Ayesha and Mahek,other,thin runnable prototype with transient HTML-string authority and placeholder API key
prompt2cad,Prompt2CAD,other,"hosted parametric CAD product with strong contracts: geometry-derived part lists, exports, CSV estimating"
prompt2site-jay,Prompt2Site by Jay Sankopal,other,"real hosted builder parsing OpenRouter into three stored layers with Firebase auth, Mongo TTL projects and ZIP"
prompt2ui-sully,Prompt2UI by Sully Omar,other,real conversational React-component studio with artifact-tag protocol and live Babel re-evaluation
promptcraft-ai,PromptCraft AI,other,working prompt-to-site backend with versioned project snapshots and pinned source
promptly,Promptly,other,distinctive constrained-Cursor artifact protocol over a Bolt workbench with WebContainer-based preview
promptonent,PromptOnent,other,real streaming generator with isolation frame and localStorage versioned history
prompttoapp-sahil,PromptToApp by Sahil Tanwani,other,"substantial two-repo builder with server-owned file tools, Kubernetes preview and role-based access"
promptui-devsakshi,PromptUI by devSakshi022R,other,"real generator with three user-controlled mutation paths, preview execution and export"
promptui-tushar,PromptUI by Tushar Mokal,other,thinnest browser-only single-string loop with lossy preview sanitizer and session-only state
pronghorn,Pronghorn,other,substantial Alberta gov platform with persistent architecture canvas and presentation blackboard agent
proofshot,ProofShot,other,real visual-verification CLI with inspected source implementation
protome,Proto-me,other,real Codex skill protocol making brief-to-execution handoff inspectable and correctable
prototype-to-figma-skill,Prototype to Figma Skill,other,"source-level, system-inventory-to-Figma mapping skill, pinned"
psenger-agent-skills,Philip Senger AI Agent Skills,other,"source-level, repeatable design-critique review workflow producing findings, pinned"
puck,Puck,other,established MIT visual-editor kernel with large real use and embeddable React core
qbic,QBIC,other,"concrete Figma agent bridge via MCP server, WebSocket hub and native Figma plugin operations"
qoderwork-design,QoderWork Design,other,shipped closed-source desktop Design Desk with strong product contracts and detailed documentation
qoqo,QoQo,other,real Figma companion generating structured research drafts with analyzable mechanism
qt-agent-skills,Qt Agent Skills,other,"source-level, Figma token extraction to QML generation with review rules, pinned"
quby-weave,Quby Weave,other,"hosted layered multi-screen UI generation with token/design-system exports, concrete mechanism"
quibly,Quibly,other,Bolt-derived builder with real persisted project/version backend and account-level continuity
quill-ai,Quill AI,other,"real artifact-contract pipeline with typed payload shapes, critique/rewrite passes and versioned storage"
quill-design,Quill,other,real Electron design editor streaming model output into an editable vector scene with exports
quilter,Quilter,other,real hosted physics-constrained PCB design product with strong contracts for placement/routing candidates
quiverai,QuiverAI,other,hosted SVG generator with documented API and MCP contracts and analyzerable vector mechanism
quorve,Quorve,other,prototype where save/deploy are toasts and execution does not traverse the graph
qwen-blender,Qwen MM Plugins Blender,other,"real Blender MCP client/skill, pinned source, build-refine-verify loop"
qwen-freecad,Qwen MM Plugins FreeCAD,other,"real FreeCAD MCP with FCStd-authoritative parametric mechanism, pinned source"
qwen-video-edit,Qwen MM Plugins Video Edit,other,"real media skill/asset kit with concrete orchestration, pinned source"
qwen3-coder-webdev-ethan,Qwen3 Coder WebDev by Ethan Ng,other,"real Gradio app parsing fenced files into renderable entry, pinned source"
ragflow,RAGFlow,other,"major product with typed agent-DSL canvas, persisted and versioned"
raj-ai-app-builder,RAJ AI App Builder,other,"real Cerebras streaming + Sandpack preview, pinned source, concrete mechanism"
rampstack-skills,RampStack Brand Build Skills,other,"source-level, connected brand/logo/design-system artifact contract workflow, pinned"
react-ai-component-builder-synytsin,React AI Component Builder by Artem Synytsin,other,"real Gemini gen + react-live preview loop, pinned source"
react-component-generator-mohit,React Component Generator by Mohit Kumar,other,"real Gemini gen + Mongo persistence + live preview, pinned source"
reactor-admineral,Reactor by admineral,other,small generative-UI derivative with narrow tool-call loop and no durable persistence
recombyn,Recombyn,other,"real scene-schema + validated agent operation catalogue, pinned source"
recraft,Recraft,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
redesignr-ai,Redesignr AI,other,"hosted page-redesign tool with multi-mode editing and React/Tailwind export, analyzable mechanism"
reel-studio,Reel Studio,other,hosted product with concrete streamable-HTTP MCP tool contract
refly,Refly,other,"real agentic canvas-to-skill compiler with versioning, pinned source"
reframe,Reframe,other,extensive real HTML-to-scene compiler with SceneGraph and durable project
reicon,Reicon,other,"governed icon catalog with MCP search/apply tools and framework codegen, pinned source"
relume,Relume,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
remotion,Remotion,other,"open-source pinned source, code-as-video-authority with skills and studio writeback mechanism"
remotion-ai-video-template,Remotion AI Video Template,other,规则排除
remotion-prompt-to-motion-graphics,Remotion Prompt to Motion Graphics,other,starter template with transient browser state but one concrete edit-preservation mechanism
replay,Replay,other,"closed product, docs-only pipeline with no source or usable contracts"
replit-design,Replit Design,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
reqwise-figma-mcp,Reqwise Figma MCP,other,"pinned guarded Figma proxy with validation, leader election and design-system guards"
resonance-ai,Resonance AI,other,"real text-to-CAD + simulation PoC with validated schema, pinned source"
resource2skill,Resource2Skill,other,"source-level, distillation/retrieval skill-library runtime over MCP, pinned"
resume-matcher,Resume Matcher,other,"real document-design workspace with lineage, diff-gate and verified PDF"
retune,Retune,other,pinned source/npm-aligned real three-authority visual intent relay for agents
reveal-presentations,Reveal Presentations,other,real agent plugin with concrete archetype + CSS-variable deck mechanism
reversa,Reversa,other,real spec reverse-engineering framework with persisted evidence trees
